phylum,species,accession,nreads,Adenoviridae,Adintoviridae,Adomaviridae,Aliusviridae,Alloherpesviridae,Alphaflexiviridae,Alphasatellitidae,Alphatetraviridae,Alvernaviridae,Amalgaviridae,Amnoonviridae,Anelloviridae,Arenaviridae,Arteriviridae,Artoviridae,Ascoviridae,Asfarviridae,Aspiviridae,Astroviridae,Bacilladnaviridae,Baculoviridae,Barnaviridae,Benyviridae,Betaflexiviridae,Bidnaviridae,Birnaviridae,Bornaviridae,Botourmiaviridae,Bromoviridae,Caliciviridae,Carmotetraviridae,Caulimoviridae,Chrysoviridae,Chuviridae,Circoviridae,Closteroviridae,Coronaviridae,Cruciviridae,Cruliviridae,Cystoviridae,Deltaflexiviridae,Dicistroviridae,Endornaviridae,Filoviridae,Fimoviridae,Flaviviridae,Fusariviridae,Gammaflexiviridae,Geminiviridae,Genomoviridae,Hantaviridae,Hepadnaviridae,Hepeviridae,Herpesviridae,Hypoviridae,Hytrosaviridae,Iflaviridae,Inoviridae,Iridoviridae,Kitaviridae,Kolmioviridae,Lavidaviridae,Leishbuviridae,Leviviridae,Lispiviridae,Luteoviridae,Malacoherpesviridae,Marnaviridae,Marseilleviridae,Matonaviridae,Mayoviridae,Medioniviridae,Megabirnaviridae,Mesoniviridae,Metaviridae,Microviridae,Mimiviridae,Mitoviridae,Mymonaviridae,NA,Nairoviridae,Nanoviridae,Narnaviridae,Nimaviridae,Nodaviridae,Nudiviridae,Nyamiviridae,Orthomyxoviridae,Ovaliviridae,Papillomaviridae,Paramyxoviridae,Partitiviridae,Parvoviridae,Peribunyaviridae,Permutotetraviridae,Phasmaviridae,Phenuiviridae,Phycodnaviridae,Picobirnaviridae,Picornaviridae,Pithoviridae,Pneumoviridae,Podoviridae,Polycipiviridae,Polydnaviridae,Polymycoviridae,Polyomaviridae,Portogloboviridae,Potyviridae,Poxviridae,Pseudoviridae,Qinviridae,Quadriviridae,Redondoviridae,Reoviridae,Retroviridae,Rhabdoviridae,Roniviridae,Secoviridae,Sinhaliviridae,Smacoviridae,Solemoviridae,Solinviviridae,Tobaniviridae,Togaviridae,Tombusviridae,Tospoviridae,Totiviridae,Tristromaviridae,Tymoviridae,Virgaviridae,Xinmoviridae
BRACHIOPODA,Glottidia_pyramidata,SRR1611555,127445,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,181,34,0,1,0,189,0,0,3,0,0,0,0,0,1,0,26,0,0,4,0,39,0,0,0,0,0,0,0,0,2773,0,0,0,0,0,0,168,126,5,0,0,0,93,1,0,4,0,0,0,0,0,0,2650,0,0,0,0,1,0,0,17068,985,0,19109,25,0,0,10,0,43,0,7,0,55,0,166,14,0,0,0,0,1995,0,3,986,0,0,0,34,0,0,0,9,1358,0,0,0,0,8,72934,74,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
BRACHIOPODA,Hemithiris_psittacea,SRR1611556,52260,8,11,1,0,8,0,0,0,3,0,0,15,0,4,0,76,74,0,0,0,358,0,0,6,0,0,1,0,0,3,0,8,0,1,0,0,44,0,0,0,0,11,0,0,0,1202,0,1,0,0,0,5,2897,206,0,0,2,0,566,0,0,1,0,1,0,0,0,10,1395,0,0,0,0,0,1,0,17548,397,0,7909,12,0,2,9,3,23,0,1,0,31,0,212,0,0,0,0,0,1935,0,7,1176,0,0,0,198,0,0,0,88,666,0,0,0,0,0,6587,2,5,0,0,0,0,0,0,1,2,0,2,0,0,0,0
BRACHIOPODA,Kraussina_rubra,SRR2131392,58472,0,2,0,0,55,484,0,0,0,0,0,0,0,1,0,21,36,0,0,0,501,0,0,2,0,1,0,0,0,4,0,5,0,1,0,0,129,0,0,0,0,1,0,0,0,4459,0,0,0,2,0,30,1503,36,0,0,0,0,153,0,0,13,0,0,1,0,3,0,3063,0,0,0,0,0,3,0,17850,183,0,10255,2,0,0,21,0,9,0,3,0,1,1,39,0,0,0,0,0,4706,0,10,1543,0,0,0,138,0,0,0,6,1087,0,0,0,0,1,655,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0
BRACHIOPODA,Laqueus_californianus,SRR1611557,56763,30,0,0,0,10,0,0,0,0,0,0,0,0,7,0,10,4,0,0,0,177,0,0,12,0,0,0,0,0,0,0,29,0,0,0,13,20,0,0,1,0,0,1,1,0,1278,0,0,0,0,0,2,746,54,0,0,0,0,66,0,0,12,0,14,0,0,1,0,6813,0,0,2,0,0,6,0,15571,747,0,9784,65,0,0,5,0,8,0,0,0,10,0,199,2,0,0,0,305,3089,0,3,1163,0,0,0,122,0,0,0,35,1517,0,0,0,0,2,7060,0,5,10,0,0,1,0,0,0,0,0,1,0,0,0,0
BRACHIOPODA,Lingula_anatina,SRR2131235,440160,3,1,2,0,136,0,0,0,0,0,0,20,16,156,0,408,86,0,43,0,6093,0,34,3,0,0,0,0,0,21,0,966,3,6,84,5,468,7,0,0,0,26,0,22,0,18436,28,6,51,0,0,17,10197,954,1,1,0,0,1344,34,0,19,0,0,1,0,3,0,10473,0,0,21,0,0,6,0,91277,25558,0,95342,581,0,0,46,0,406,0,6,0,183,23,674,10,12,0,56,129,30912,0,477,5238,0,0,0,1465,0,0,0,17,3013,0,0,0,0,21,41930,6,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BRACHIOPODA,Terebratalia_transversa,SRR2564755,1514343,39,0,0,0,598,7,0,0,0,0,0,50,1,563,0,10421,2378,0,3581,0,22885,0,2,581,0,0,0,1,2,131,0,4780,0,0,6,87,769,1,0,0,0,13,23,5,1,42961,0,24,0,0,2,134,4847,4321,1,0,0,0,13689,26,1,22,0,2,0,0,107,6,85883,0,0,0,0,2,91,0,367772,30604,0,295143,1732,0,1,1082,1,2158,1,23,0,1078,3,8065,27,2,0,0,1,96602,2,622,35092,1,0,0,9357,0,14,0,1516,89503,0,0,0,1,20,125625,1,10,2,0,0,3,0,1,0,2,0,1,0,2,0,1
BRYOZOA,Bugula_neritina,SRR9691423,627805,7,1,0,0,218,1,0,0,0,0,0,41,1,279,0,193,605,0,9,0,7995,0,0,5,0,0,0,0,0,27,0,11956,0,0,0,10,106,1,0,1,0,0,1,5,0,19985,0,0,829,0,1,6,13397,23224,0,3,0,0,2597,0,0,4,0,1,0,0,0,1,23144,0,0,0,4,10,0,0,178655,21636,0,73075,114,0,87,826,4,851,1,5,0,43,2,2548,102,1,0,0,0,40817,0,27,19817,1,0,0,2099,0,1,0,16,10808,0,0,0,0,36,77304,2,0,0,0,0,11,0,0,0,6,0,3,0,2,0,0
BRYOZOA,Cristatella_mucedo,SRR10620231,393133,63,10,0,0,68,1,0,0,0,0,0,10,0,31,0,1447,2554,0,0,0,4502,0,0,94,0,0,0,0,0,0,0,5457,0,0,1,0,126,0,0,0,0,0,4,1,0,21384,0,0,15,1,1,56,6902,1068,0,0,0,0,2490,0,0,181,0,0,0,0,0,0,14288,2,0,0,0,1,0,0,121222,15169,0,63250,103,0,0,157,0,391,0,6,0,20,1,1119,10,0,0,0,1,30509,1,4,6798,1,0,0,898,0,0,0,38,8476,0,0,0,0,6,27974,2,4,0,0,11,1,0,1,7,3,0,5,0,5,0,0
BRYOZOA,Flustrellidra_corniculata,SRR9667736,467463,38,4,1,0,59,2125,0,0,0,0,0,10,4,46,0,321,60,0,4,0,2193,0,0,10,0,0,0,0,0,49,0,529,0,3,108,14,112,6,0,0,0,3,3,3,0,7979,1,0,16,1,2,5,4254,542,17,5,2,0,2343,0,0,3,0,3,0,0,0,5,25687,0,0,0,16,0,0,0,163388,24973,0,72602,56,0,9,347,0,467,0,52,0,236,6,464,12,4,0,0,47,32407,1,12,6494,4,0,7,1301,0,2,0,12,15004,0,0,0,0,13,42067,7,1,3,0,0,6,0,1,0,3,2,1,0,9,0,0
BRYOZOA,Fredericella_sultana,SRR11747693,957272,357,1,0,0,543,151,0,0,0,0,0,61,2,61,0,1200,469,1,7,0,11158,0,0,23,0,0,1,2,2,56,0,13598,2,3,50,4,358,5,0,0,1,18,1,1,1,27798,1,50,40,9,7,18,8434,1634,0,2,0,0,5491,0,0,97,0,7,1,1,11,0,28044,3,0,2,0,36,0,0,335731,18205,7,117496,495,0,2002,5856,1,1585,0,30,0,68,29,4929,51,21,0,0,9,71836,32,12,20839,0,0,1,2513,0,5,0,107,25554,1,0,0,0,18,92614,85,28,7,2,0,4,0,5,3,3,3,28,0,2,0,0
BRYOZOA,Heteropora_pacifica,SRR9681687,32581,24,54,0,0,19,647,0,0,0,0,0,2,10,16,0,59,82,0,0,0,205,0,0,1,0,0,0,3,0,2,0,106,0,1,1,3,28,2,0,0,0,1,0,0,0,1498,1,1,4,2,2,4,237,162,0,0,0,0,105,0,0,0,0,3,0,0,0,4,677,2,0,0,0,0,0,0,12184,619,0,5111,12,0,1,16,5,30,0,8,0,23,3,78,13,4,0,0,0,2037,25,1,580,0,0,0,439,0,5,0,3,740,0,0,0,0,22,1211,18,1,1,0,0,7,0,0,2,1,1,7,0,16,0,0
BRYOZOA,Membranipora_membranacea,SRR2131259,1275800,19,1,1,0,2438,2,0,0,0,0,0,38,5,16,0,4295,591,1,8,0,19490,0,0,111,0,0,0,0,0,242,0,1051,0,0,324,112,314,1,0,1,0,14,0,55,0,28972,0,78,3,0,0,20,15101,3729,1,131,0,0,8337,0,0,1,0,90,0,0,0,0,45110,0,2,0,0,0,5,0,288061,81097,1,241183,777,0,0,3352,0,2918,0,4,0,548,1,3088,0,8,0,0,2,80384,0,96,47119,0,0,0,28372,0,11,0,95,45190,0,0,0,0,5,110001,50,1,8,0,0,1,0,10,2,3,0,7,0,1,0,0
BRYOZOA,Schizoporella_errata,SRR11784297,766602,34,12,1,0,658,41,0,0,0,0,0,31,2,146,0,1376,335,0,4,1,12131,0,1,11,0,1,1,0,1,128,0,2888,0,0,17,35,126,0,0,0,0,82,225,3,0,21216,0,21,104,3,0,12,9910,3270,0,54,1,0,5688,0,211,14,0,30,0,0,0,3,26659,0,0,19,6,33,2,0,236382,27389,0,126694,316,0,3,897,1,1308,0,70,0,135,87,5148,30,0,0,0,61,51872,1,77,14106,1,0,0,4634,0,2,0,22,20237,0,0,0,0,9,68212,18,49,4,1,0,135,0,0,91,2,0,3,0,6,1,0
BRYOZOA,Watersipora_subtorquata,SRR11783869,858543,325,0,0,0,467,65,0,0,0,0,0,33,0,137,0,3192,428,0,131,0,15958,0,0,3,0,0,0,0,0,181,0,1451,25,0,3,3,104,1,0,0,0,1,6,5,0,45505,0,8,8,13,1,1,10252,2490,0,27,1,0,5007,0,2,8,0,19,0,0,3,30,29423,0,13,21,443,61,23,0,227979,24722,0,163127,842,0,2,2430,0,1228,0,54,0,74,35,3605,10,2,1,0,15,48510,0,172,13362,1,0,0,5081,0,20,1,30,14700,0,0,0,0,361,110998,8,43,3,0,0,1,0,15,3,6,0,24,0,2,1,0
CHAETOGNATHA,Eukrohnia_hamata,SRR7754745,278346,57,0,2,0,117,67,0,0,0,0,0,90,3,96,0,136,37,0,5,0,1787,0,1,38,0,0,0,1,0,12,0,122,0,0,83,3,35,29,0,0,1,0,1,2,0,4750,1,6,18,18,1,8,3324,748,0,0,3,0,1398,0,0,61,0,3,0,1,0,0,8657,1,0,0,0,1,0,0,75955,14315,0,44596,75,0,0,104,0,995,0,13,0,153,6,1196,7,4,1,0,9,20001,13,1103,2597,1,0,0,118,0,4,0,10,7272,0,0,0,0,40,60524,3,0,2,0,0,9,0,0,3,4,0,5,0,0,0,0
CHAETOGNATHA,Krohnitta_subtilis,SRR7754744,270313,111,0,5,0,109,68,0,0,0,0,0,82,4,2842,0,1648,70,0,22,1,2621,0,0,2,0,1,0,1,1,24,0,1160,0,0,10,2,963,4,0,0,0,18,1,0,1,6097,4,3,46,9,0,37,1476,956,0,3,2,0,974,0,2,69,1,19,0,0,2,0,17413,1,0,0,0,0,11,0,82730,4430,0,41097,222,0,11,258,0,206,0,23,0,131,8,1094,24,1,0,0,5,16950,1,306,7014,17,0,0,334,0,2,0,23,12450,0,0,0,0,163,24542,4,0,33,6,0,19,0,0,19,4,31,56,0,9,32,0
CHAETOGNATHA,Paraspadella_gotoi,SRR8149062,710734,686,0,9,0,2443,117,0,0,1,1,0,158,3,111,0,2137,473,0,2,1,9956,0,0,151,0,0,0,1,1,169,0,1557,1,1,931,3,344,10,0,0,1,2,2,6,0,19805,0,259,133,14,0,285,3958,6242,1,4,1,0,6438,0,1,412,0,3,0,0,57,2,42847,2,0,17,0,10,7,0,269799,18754,0,78060,951,0,2,299,0,640,0,14,0,384,10,3373,435,117,0,0,44,55740,2,46,15958,3,0,0,2172,0,3,0,335,27105,0,0,0,0,942,41656,5,0,6,0,0,13,0,1,9,4,1,18,0,3,157,1
CHAETOGNATHA,Pterosagitta_draco,SRR7754743,365902,72,0,3,0,371,286,0,0,0,0,0,42,6,55,0,1140,214,0,7,0,3229,0,0,3,0,0,0,0,1,25,0,829,3,2,13,4,107,0,0,0,0,0,2,0,0,7397,2,12,19,113,36,12,5304,2480,1,9,3,1,4543,2,1,459,0,2,0,0,49,0,11827,4,0,0,0,1,0,0,104616,16098,0,55382,284,0,1,453,2,2075,0,40,0,268,35,1780,28,6,0,0,2,38119,6,606,7009,13,0,0,478,1,115,1,99,10133,0,0,0,0,948,48812,0,0,1,0,1,7,0,0,6,15,1,19,0,37,29,0
CHAETOGNATHA,Sagitta_elegans,SRR7754742,801577,48,1,3,0,334,385,0,0,0,0,0,34,2,78,0,1478,88,0,8,0,3923,0,5,1,0,0,0,1,1,20,0,786,0,1,15,81,31,0,0,0,0,2,9,1,0,12297,0,9,9,19,1,34,7516,2133,3,4,0,0,4367,1,5,846,0,5,0,0,0,0,24144,2,0,0,0,17,5,0,200500,34529,0,81750,886,3,2,272,0,2332,0,23,0,111,38,4702,21,5,0,0,7,63800,41,106,10470,7,0,0,283,0,8,1,40,16778,0,0,0,0,1616,258797,2,0,4,0,2,15,0,0,4,9,0,5,0,219,9,0
CHAETOGNATHA,Sagitta_gazellae,SRR7754749,372017,51,0,1,0,253,15,0,0,0,0,0,22,3,26,0,1261,128,0,5,0,1461,0,0,4,0,0,0,5,2,4,0,418,0,0,9,0,371,2,0,0,0,2,5,1,0,3379,0,2,6,7,0,15,4557,1936,0,3,0,0,2773,0,1,306,0,1,0,1,0,0,6020,95,0,0,0,0,0,0,75023,14659,0,43492,168,0,2,171,0,775,0,5,0,33,1,1804,0,0,0,0,2,24959,0,253,3706,288,0,0,85,0,1,0,49,5786,0,0,0,0,90,146201,1,0,1,0,0,5,0,0,1,3,0,8,0,9,7,0
CHAETOGNATHA,Sagitta_hexaptera,SRR7754748,411641,65,0,5,0,238,23,0,0,0,0,0,665,0,58,0,1067,79,1,10,0,2522,0,3,3,0,0,0,25,0,9,0,531,0,0,13,0,64,0,0,0,0,0,3,0,1,5948,0,22,1,3,0,67,3338,1040,0,4,0,0,2162,1,1,524,0,2,0,0,17,0,11699,9,0,0,0,2,0,0,112189,16704,0,66752,225,0,1,269,0,974,0,56,0,417,8,2237,29,0,0,0,0,30869,0,52,6281,0,0,0,249,0,0,0,1,8953,0,0,0,0,128,94365,40,0,34,0,0,0,0,0,0,0,0,0,0,1,14,0
CHAETOGNATHA,Sagitta_serratodentata,SRR7754747,353336,82,0,7,0,444,23,0,0,0,0,0,207,2,27,0,799,112,0,3,0,2410,0,0,4,0,1,0,3,1,12,0,389,0,3,10,211,53,0,0,0,0,0,1,0,0,4882,3,13,17,1,0,22,4650,1148,0,4,2,0,2133,2,0,338,0,1,0,0,2,0,15548,9,0,10,0,2,0,0,110368,17437,0,53187,110,0,0,378,0,1311,0,6,0,100,3,2396,10,1,0,0,10,32280,1127,263,6308,45,0,0,410,0,41,1,30,9960,0,0,0,0,19,45499,4,0,3,0,0,11,0,0,2,3,28,4,0,56,15,0
CHAETOGNATHA,Sagitta_setosa,SRR7754746,436385,61,0,9,0,252,20,0,0,0,0,0,38,2,24,0,1180,62,0,2,0,3405,0,0,7,0,0,0,0,0,12,0,580,0,0,4,1,36,31,0,0,0,0,2,1,0,9130,0,5,2,34,7,34,7064,1165,0,3,0,0,3081,0,1,312,0,6,0,0,1,0,10663,0,0,0,0,6,0,0,117917,23215,12,71390,434,0,0,192,0,1517,0,10,0,80,2,1817,18,0,0,0,10,37378,1,457,7479,6,0,0,263,0,9,1,9,11447,0,0,0,0,682,83013,4,1,4,0,0,5,0,6,0,0,0,1,0,0,1,0
CHAETOGNATHA,Spadella_cephaloptera,SRR7754750,297695,34,0,1,0,655,159,0,0,0,0,0,126,1,21,0,466,34,0,5,0,5454,0,1,0,0,0,0,2,0,12,0,264,2,0,4,2,124,0,0,0,0,0,1,32,0,7475,0,4,5,0,0,1,6456,2352,3,1286,5,0,1489,0,0,471,0,6,0,0,3,0,12920,0,0,0,0,2,1,0,106277,5241,0,44508,207,0,0,113,0,539,0,876,0,6,2,919,7,0,0,0,1,27127,0,18,5768,8,0,0,232,0,280,0,20,11254,0,0,0,0,120,19124,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0
CTENOPHORA,Beroe_pileus,SRR789901,331515,1,38,0,0,177,0,0,0,0,0,0,3,0,7,0,170,7,0,0,0,2184,0,0,3,0,0,0,0,0,157,0,25,0,0,144,4,60,0,0,4,0,0,0,3,0,15165,0,1,0,1,1,79,220,180,0,4,11,2,356,0,0,2,0,3,0,0,0,0,7765,0,0,0,0,0,1,0,110918,19130,0,82517,104,0,0,31,0,89,1,6,0,38,3,1384,1,0,0,0,0,22214,2,84,4334,0,0,0,817,0,4,0,5,3606,0,0,0,0,9,38828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTENOPHORA,Beroe_sp.,SRR5892577,1058346,16,57,0,0,23,1,0,0,0,0,0,33,1,14,0,110,5,0,4,0,4906,0,0,5,0,0,0,0,0,2,0,9,1,0,27,12,37,0,0,0,0,3,1,1,0,4943,0,0,8,0,1,12,6100,188,0,1,3,0,339,0,3,5,0,0,0,0,0,0,21784,0,0,0,0,0,0,0,382428,40461,0,106745,6,1,4,312,0,43,0,5,0,24,10,1327,7,2,0,2,0,93962,0,24,15392,0,0,0,146,0,2,0,29,28480,0,0,0,0,31,285206,6,0,14,0,0,3,0,0,4,1,0,1,0,45,2,0
CTENOPHORA,Bolinopsis_ashleyi,SRR5892570,465556,34,1,2,0,124,3,0,0,1,0,0,5,3,31,0,4831,19,0,7,0,6570,0,0,6,0,1,1,3,0,4,0,2,1,1,8,8,1864,6,0,2,0,6,0,2,0,37163,0,2,9,2,0,9,14438,311,0,1,1,0,585,3,2,0,0,10,0,0,0,11,10335,2,0,0,0,1,0,0,142208,673,0,187177,3,0,2,11,7,35,1,15,0,127,3,72,3,2,0,0,1,14586,6,35,3722,4,0,0,282,6,19,0,102,16915,0,0,1,1,15,3932,6,0,6,0,0,1,0,1,1,4,0,8,0,0,2,0
CTENOPHORA,Bolinopsis_infundibulum,SRR786491,139731,1,44,0,0,5,0,0,0,0,0,0,1,4,5,0,28,23,0,0,0,1817,0,0,1,0,0,0,0,0,0,0,6,0,0,2,1,64,4,0,0,0,1,0,0,0,445,0,0,32,4,16,2,542,87,0,0,2,0,399,0,0,0,0,1,0,0,1,0,3973,0,0,0,0,0,0,1,43697,27863,0,14582,1,0,0,6,0,14,0,4,0,23,1,407,19,0,0,0,2,8422,0,6,6144,0,0,0,143,0,1,0,14,2771,0,0,0,0,5,19083,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTENOPHORA,Coeloplana_astericola,SRR786490,143844,1,59,0,0,11,0,0,0,0,0,0,1,0,1,0,221,1,0,27,0,1471,0,0,0,9,0,0,0,0,9,0,15,0,0,0,2,28,0,0,0,0,0,0,1,0,216,0,0,0,3,1,0,34,467,0,0,2,0,450,0,0,1,0,0,0,0,0,0,2495,0,0,0,0,1,2,0,62827,7888,0,11738,0,0,0,599,0,10,0,3,0,18,2,369,6,0,0,0,0,13437,0,9,2550,0,0,0,349,0,16,0,7,785,0,0,0,0,8,28774,2,2,1,0,0,0,0,0,27,3,0,1,0,0,0,0
CTENOPHORA,Coeloplana_sp.,SRR3407215,1614350,25,461,158,0,337,17,1,0,0,0,0,12,2,29,0,6047,4,0,39,0,31489,0,8,33,54,1,0,14,0,515,0,863,1,1,190,1,462,4,0,0,0,1,2,6,0,15527,0,1,10,3,0,7,18102,3616,0,11,0,0,6401,0,3,2,0,37,0,0,0,0,64495,18,0,0,1,51,4,0,550831,75101,0,234115,229,0,1,846,0,464,0,13,2,85,1,4709,362,3,0,0,6,116055,0,55,39663,2,0,0,3987,0,130,0,422,25029,0,0,0,0,209,290222,11,28,4,1,0,3,0,1,190,2,0,2,0,2,37,0
CTENOPHORA,Dyrodora_glandiformis,SRR777788,130856,1,4,0,0,17,18,0,0,0,0,0,0,21,0,0,93,12,0,1,0,2504,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1960,0,1,57,0,0,4,387,124,0,1,0,0,264,0,0,0,0,0,0,0,0,0,4311,0,0,0,0,0,0,0,31720,10949,0,14130,3,0,0,13,0,89,0,3,0,9,0,207,1,0,0,0,0,14569,15,2,1131,0,0,0,45,0,2,0,5,1023,0,0,0,0,100,42558,1,5,0,0,0,0,0,0,1,2,0,0,0,1,1,0
CTENOPHORA,Lampea_sp.,SRR9162937,943837,58,215,1,0,98,9,0,0,0,0,0,9,29,16,0,108,470,0,1,0,4849,0,2,9,0,0,1,0,0,7,0,523,0,0,82,0,83,0,0,0,0,60,38,7,0,14494,0,2,5,1,302,12,6536,1507,0,12,1,0,9687,0,0,5,0,1,0,0,0,0,39604,222,0,2,0,0,0,0,332000,33527,0,112858,232,0,0,107,2,1317,0,32,0,382,3,5088,174,8,0,0,1,92943,0,53,17823,1,0,0,1373,0,12,0,1289,10863,0,0,0,0,28,160115,20,3,2,0,0,6,0,0,1,0,0,1,0,2,1,0
CTENOPHORA,Lampetia_pancerina,SRR3407163,831552,41,151,0,0,183,15,0,0,0,0,0,6,67,1,0,137,610,0,3,0,15832,0,0,1,0,0,0,0,0,0,0,141,0,0,21,1,61,0,0,0,0,1,1,1,0,12250,0,2,0,1,168,3,9678,1970,1,25,0,0,6428,0,0,0,0,0,0,0,0,0,45342,841,0,2,0,0,0,0,312550,26005,0,116915,86,0,2,130,0,1850,1,9,0,78,2,5519,101,0,0,0,1,74620,0,17,15800,1,1,0,595,0,4,0,254,15442,0,0,0,0,5,86215,1,2,1,0,0,10,0,0,0,0,0,0,0,0,1,0
CTENOPHORA,Mertensiidae_sp.,SRR786492,158486,3,19,0,0,12,0,0,0,0,0,0,2,1,5,0,26,23,0,0,0,2294,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,40,0,0,0,0,2,0,0,0,303,0,0,39,0,45,4,812,69,0,0,0,0,430,0,0,0,0,2,0,0,0,0,4398,0,0,0,0,0,0,0,53810,23375,0,15837,3,0,0,5,0,28,0,3,0,31,4,213,30,0,0,1,2,10269,0,8,9107,0,0,0,78,0,1,0,13,2857,0,0,0,0,8,25304,34,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
CTENOPHORA,Mnemiopsis_leidyi,SRR4374742,369703,10,8,0,0,531,392,0,0,0,0,0,19,0,1,0,131,17,0,0,0,2777,0,0,0,1,0,0,0,0,2,0,163,0,0,2,20,180,0,0,17,0,1,9,0,0,3674,0,2,511,138,0,3,1244,1971,0,3,0,0,2400,0,0,0,0,1,0,0,0,0,11191,0,0,0,0,1,0,1,171259,7859,0,45204,65,0,0,205,0,163,0,2,0,260,1,2034,51,0,0,0,3,31977,1,9,9949,3,0,0,2281,0,74,1,274,13223,0,0,0,0,364,11817,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
CTENOPHORA,Pleurobrachia_sp.,SRR5892573,302180,14,17,0,0,61,3,0,0,0,0,0,30,10,12,0,651,12,0,4,0,3269,0,1,4,0,0,1,0,2,12,0,23,0,0,6,1,49,1,0,0,0,1,1,0,0,8262,1,0,16,50,1,16,9862,490,0,2,2,0,1205,0,3,0,0,27,0,0,1,1,9300,2,1,0,0,1,0,0,124449,68,0,37136,59,0,1,29,0,16,0,53,0,267,10,35,35,3,0,0,4,18431,1,29,6509,2,0,0,206,0,10,0,53,8667,0,0,0,0,8,53784,33,0,8,0,1,4,0,1,25,3,0,5,0,2,1,0
CTENOPHORA,Pukia_falcata,SRR5892572,440817,25,11,1,1,36,5,0,0,0,0,1,123,13,41,0,535,12,0,18,0,7497,0,0,21,0,0,0,0,5,7,0,270,0,0,5,4,208,1,0,0,0,6,1,9,0,14721,1,0,31,15,2,24,10527,658,0,20,18,0,994,0,1,1,0,34,0,0,0,11,13423,3,0,0,2,2,0,0,165423,8586,0,72864,161,0,1,54,0,104,0,33,0,98,11,136,125,5,1,0,1,25045,1,12,6484,3,0,0,554,0,19,0,194,10597,0,0,0,0,15,72517,28,1,3,0,0,1,0,1,2,2,0,6,0,2,4,0
