"phylum","species","accession","nreads","Adenoviridae","Adintoviridae","Alloherpesviridae","Alphaflexiviridae","Amalgaviridae","Arteriviridae","Ascoviridae","Asfarviridae","Astroviridae","Baculoviridae","Betaflexiviridae","Botourmiaviridae","Bromoviridae","Caliciviridae","Caulimoviridae","Chuviridae","Circoviridae","Coronaviridae","Cruciviridae","Cystoviridae","Deltaflexiviridae","Dicistroviridae","Flaviviridae","Geminiviridae","Genomoviridae","Hepadnaviridae","Hepeviridae","Herpesviridae","Hypoviridae","Iflaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Leviviridae","Luteoviridae","Marnaviridae","Marseilleviridae","Microviridae","Mimiviridae","Mitoviridae","Mymonaviridae","Uncertain family","Nairoviridae","Narnaviridae","Nimaviridae","Nudiviridae","Orthomyxoviridae","Papillomaviridae","Paramyxoviridae","Partitiviridae","Parvoviridae","Phenuiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Polycipiviridae","Polydnaviridae","Polyomaviridae","Potyviridae","Poxviridae","Pseudoviridae","Reoviridae","Retroviridae","Rhabdoviridae","Secoviridae","Solemoviridae","Togaviridae","Tombusviridae","Totiviridae","Tymoviridae","Virgaviridae","Adomaviridae","Aliusviridae","Alphasatellitidae","Alphatetraviridae","Alvernaviridae","Amnoonviridae","Anelloviridae","Arenaviridae","Artoviridae","Aspiviridae","Bacilladnaviridae","Barnaviridae","Benyviridae","Bidnaviridae","Birnaviridae","Bornaviridae","Carmotetraviridae","Chrysoviridae","Closteroviridae","Cruliviridae","Endornaviridae","Filoviridae","Fimoviridae","Fusariviridae","Gammaflexiviridae","Hantaviridae","Hytrosaviridae","Kitaviridae","Kolmioviridae","Leishbuviridae","Lispiviridae","Malacoherpesviridae","Matonaviridae","Mayoviridae","Medioniviridae","Megabirnaviridae","Mesoniviridae","Metaviridae","Nanoviridae","Nodaviridae","Nyamiviridae","Ovaliviridae","Peribunyaviridae","Permutotetraviridae","Phasmaviridae","Picobirnaviridae","Pneumoviridae","Podoviridae","Polymycoviridae","Portogloboviridae","Qinviridae","Quadriviridae","Redondoviridae","Roniviridae","Sinhaliviridae","Smacoviridae","Solinviviridae","Tobaniviridae","Tospoviridae","Tristromaviridae","Xinmoviridae"
"ANNELIDA","Acanthodrilidae_sp.","SRR5353282",79395,0,0,2,0,0,0,41,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,5049,0,0,0,164,6,0,0,0,8,0,0,0,0,463,0,4639,236,0,23513,4,0,2,11,0,0,0,33,0,0,1236,0,119,0,6,0,13,541,0,0,38848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Boccardia_wellingtonensis","SRR14583829",225170,0,0,1,8,0,0,435,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,8279,0,0,0,5063,147,0,0,0,170,0,0,0,0,5450,0,39196,38618,0,48347,402,0,0,162,0,0,0,962,0,0,6382,4,1357,0,20,0,35,6441,0,0,31121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Fimoscolex_sp.","SRR5353274",17450,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,63,0,0,0,0,1,0,0,0,0,98,2,1644,341,0,6340,0,0,0,1,0,0,0,12,0,0,214,4,24,0,36,0,0,119,0,0,6839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Olavius_algarvensis","ERR1147311",340998,1,0,52,0,0,9,18,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,17425,0,0,0,2670,22,0,0,0,170,0,0,0,0,1675,0,51930,10247,0,48485,31,0,117,223,1,0,0,794,0,0,6668,14827,3671,0,55,0,0,5503,0,0,127761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Syllis_magdalena","SRR6766872",58755,0,0,0,0,0,0,6,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,7946,0,0,0,543,68,0,0,0,74,0,0,0,0,1490,0,9734,3321,0,16986,205,0,0,40,0,0,0,350,0,0,2625,0,563,0,15,0,0,1486,0,0,4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Cheiridiidae_sp.","SRR9332008",8725,0,0,0,0,0,0,41,0,0,9,0,0,0,0,0,0,0,0,0,0,0,195,756,0,0,0,43,0,0,0,0,0,0,0,0,0,165,0,903,240,0,1083,2,0,0,18,0,0,0,2,0,0,323,0,15,0,49,0,0,141,0,0,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Hypognatha_sp.","SRR12687642",113639,0,0,2,0,0,0,76,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,9979,0,0,0,2685,9,0,0,0,133,0,0,0,0,1759,0,14513,8488,0,23263,116,0,0,363,0,0,0,649,0,0,1908,1,130,0,1608,0,0,2689,0,0,35809,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Novafroneta_gladiatrix","SRR6998662",54858,0,0,1,0,0,0,100,0,0,313,0,0,0,0,0,2,0,0,0,0,0,0,5976,0,0,0,82,1,0,0,0,18,0,0,0,0,1076,0,5643,1015,0,11474,82,0,0,25,0,0,0,321,12,0,1985,0,132,0,194,0,0,1295,0,0,18133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Pardosa_pseudoannulata","SRR1972516",169542,0,0,1,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2919,0,0,0,951,2,0,0,0,48,0,0,0,0,1266,0,11193,9745,0,21598,56,0,0,63,0,1,0,242,10,0,3753,0,336,0,974,0,0,3906,0,0,102473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Philoponella_herediae","SRR1514880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRACHIOPODA","Glottidia_pyramidata","SRR1611555",127445,2,0,4,0,0,1,181,34,1,189,3,0,0,1,26,0,4,39,0,0,0,0,2773,0,0,0,168,126,5,0,0,93,4,0,0,0,2650,0,17068,985,0,19109,25,0,10,43,7,55,0,166,14,0,1995,3,986,0,34,0,9,1358,0,8,72934,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"BRACHIOPODA","Hemithiris_psittacea","SRR1611556",52260,8,11,8,0,0,4,76,74,0,358,6,0,0,3,8,1,0,44,0,0,0,11,1202,0,0,5,2897,206,0,2,0,566,1,1,0,10,1395,0,17548,397,0,7909,12,2,9,23,1,31,0,212,0,0,1935,7,1176,0,198,0,88,666,0,0,6587,2,0,0,1,2,2,0,0,1,0,0,0,3,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"BRACHIOPODA","Kraussina_rubra","SRR2131392",58472,0,2,55,484,0,1,21,36,0,501,2,0,0,4,5,1,0,129,0,0,0,1,4459,0,2,30,1503,36,0,0,0,153,13,0,0,0,3063,0,17850,183,0,10255,2,0,21,9,3,1,1,39,0,0,4706,10,1543,0,138,0,6,1087,0,1,655,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"BRACHIOPODA","Laqueus_californianus","SRR1611557",56763,30,0,10,0,0,7,10,4,0,177,12,0,0,0,29,0,0,20,0,1,0,0,1278,0,0,2,746,54,0,0,0,66,12,14,0,0,6813,0,15571,747,0,9784,65,0,5,8,0,10,0,199,2,305,3089,3,1163,0,122,0,35,1517,0,2,7060,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"BRACHIOPODA","Lingula_anatina","SRR2131235",440160,3,1,136,0,0,156,408,86,43,6093,3,0,0,21,966,6,84,468,7,0,0,26,18436,51,0,17,10197,954,1,0,0,1344,19,0,0,0,10473,0,91277,25558,0,95342,581,0,46,406,6,183,23,674,10,129,30912,477,5238,0,1465,0,17,3013,0,21,41930,6,0,2,0,0,0,0,0,2,0,0,0,0,0,20,16,0,0,0,0,34,0,0,0,0,3,5,0,0,22,0,28,6,0,1,34,0,0,1,3,0,0,21,0,0,6,0,0,0,0,12,0,56,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"BRACHIOPODA","Terebratalia_transversa","SRR2564755",1514343,39,0,598,7,0,563,10421,2378,3581,22885,581,1,2,131,4780,0,6,769,1,0,0,13,42961,0,0,134,4847,4321,1,0,0,13689,22,2,0,6,85883,0,367772,30604,0,295143,1732,1,1082,2158,23,1078,3,8065,27,1,96602,622,35092,0,9357,14,1516,89503,0,20,125625,1,2,3,0,2,1,2,0,0,0,0,0,0,0,50,1,0,0,0,0,2,0,0,0,0,0,87,0,23,5,1,0,24,2,0,26,1,0,0,107,0,0,0,0,2,91,0,1,1,0,2,0,0,2,1,0,0,0,0,0,1,10,0,0,0,1,0,0,1
"BRYOZOA","Bugula_neritina","SRR9691423",627805,7,1,218,1,0,279,193,605,9,7995,5,0,0,27,11956,0,0,106,1,1,0,0,19985,829,0,6,13397,23224,0,0,0,2597,4,1,0,1,23144,0,178655,21636,0,73075,114,87,826,851,5,43,2,2548,102,0,40817,27,19817,0,2099,1,16,10808,0,36,77304,2,0,11,0,6,3,2,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,10,0,1,5,0,0,0,1,3,0,0,0,0,0,0,0,0,4,10,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRYOZOA","Cristatella_mucedo","SRR10620231",393133,63,10,68,1,0,31,1447,2554,0,4502,94,0,0,0,5457,0,1,126,0,0,0,0,21384,15,1,56,6902,1068,0,0,0,2490,181,0,0,0,14288,0,121222,15169,0,63250,103,0,157,391,6,20,1,1119,10,1,30509,4,6798,0,898,0,38,8476,0,6,27974,2,0,1,7,3,5,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,11,0,1,0,0,0
"BRYOZOA","Flustrellidra_corniculata","SRR9667736",467463,38,4,59,2125,0,46,321,60,4,2193,10,0,0,49,529,3,108,112,6,0,0,3,7979,16,1,5,4254,542,17,2,0,2343,3,3,0,5,25687,0,163388,24973,0,72602,56,9,347,467,52,236,6,464,12,47,32407,12,6494,7,1301,2,12,15004,0,13,42067,7,3,6,0,3,1,9,0,1,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,14,0,3,3,0,1,0,2,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0
"BRYOZOA","Fredericella_sultana","SRR11747693",957272,357,1,543,151,0,61,1200,469,7,11158,23,2,2,56,13598,3,50,358,5,0,1,18,27798,40,9,18,8434,1634,0,0,0,5491,97,7,1,0,28044,0,335731,18205,7,117496,495,2002,5856,1585,30,68,29,4929,51,9,71836,12,20839,1,2513,5,107,25554,1,18,92614,85,7,4,3,3,28,2,0,0,0,0,0,0,0,61,2,0,1,0,0,0,0,0,1,0,2,4,0,1,1,1,1,50,7,2,0,0,0,1,11,3,0,2,0,36,0,0,1,0,0,21,0,0,32,0,0,0,0,0,0,0,28,2,0,0,5,3,0,0
"BRYOZOA","Heteropora_pacifica","SRR9681687",32581,24,54,19,647,0,16,59,82,0,205,1,3,0,2,106,1,1,28,2,0,0,1,1498,4,2,4,237,162,0,0,0,105,0,3,0,4,677,0,12184,619,0,5111,12,1,16,30,8,23,3,78,13,0,2037,1,580,0,439,5,3,740,0,22,1211,18,1,7,2,1,7,16,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,4,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"BRYOZOA","Membranipora_membranacea","SRR2131259",1275800,19,1,2438,2,0,16,4295,591,8,19490,111,0,0,242,1051,0,324,314,1,1,0,14,28972,3,0,20,15101,3729,1,0,0,8337,1,90,0,0,45110,0,288061,81097,1,241183,777,0,3352,2918,4,548,1,3088,0,2,80384,96,47119,0,28372,11,95,45190,0,5,110001,50,8,1,2,3,7,1,0,1,0,0,0,0,0,38,5,0,1,0,0,0,0,0,0,0,0,112,0,0,55,0,0,78,0,131,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
"BRYOZOA","Schizoporella_errata","SRR11784297",766602,34,12,658,41,0,146,1376,335,4,12131,11,0,1,128,2888,0,17,126,0,0,0,82,21216,104,3,12,9910,3270,0,1,0,5688,14,30,0,3,26659,0,236382,27389,0,126694,316,3,897,1308,70,135,87,5148,30,61,51872,77,14106,0,4634,2,22,20237,0,9,68212,18,4,135,91,2,3,6,1,1,0,0,0,0,0,31,2,0,0,1,0,1,0,1,1,0,0,35,0,225,3,0,0,21,0,54,0,211,0,0,0,0,0,19,6,33,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,49,1,0,0,0,0,0,0
"BRYOZOA","Watersipora_subtorquata","SRR11783869",858543,325,0,467,65,0,137,3192,428,131,15958,3,0,0,181,1451,0,3,104,1,0,0,1,45505,8,13,1,10252,2490,0,1,0,5007,8,19,0,30,29423,0,227979,24722,0,163127,842,2,2430,1228,54,74,35,3605,10,15,48510,172,13362,0,5081,20,30,14700,0,361,110998,8,3,1,3,6,24,2,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,25,3,0,6,5,0,0,8,1,27,0,2,0,0,3,0,13,21,443,61,23,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,43,0,0,0,15,0,0,0
"CHAETOGNATHA","Eukrohnia_hamata","SRR7754745",278346,57,0,117,67,0,96,136,37,5,1787,38,1,0,12,122,0,83,35,29,0,1,0,4750,18,18,8,3324,748,0,3,0,1398,61,3,1,0,8657,0,75955,14315,0,44596,75,0,104,995,13,153,6,1196,7,9,20001,1103,2597,0,118,4,10,7272,0,40,60524,3,2,9,3,4,5,0,0,2,0,0,0,0,0,90,3,0,0,0,0,1,0,0,0,0,0,3,0,1,2,0,1,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAETOGNATHA","Krohnitta_subtilis","SRR7754744",270313,111,0,109,68,0,2842,1648,70,22,2621,2,1,1,24,1160,0,10,963,4,0,0,18,6097,46,9,37,1476,956,0,2,0,974,69,19,0,0,17413,0,82730,4430,0,41097,222,11,258,206,23,131,8,1094,24,5,16950,306,7014,0,334,2,23,12450,0,163,24542,4,33,19,19,4,56,9,32,5,0,0,0,0,0,82,4,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,4,3,0,3,0,2,1,0,2,1,0,0,0,0,11,0,0,0,0,1,0,0,1,17,0,0,0,0,0,0,0,6,0,0,0,31,0,0
"CHAETOGNATHA","Paraspadella_gotoi","SRR8149062",710734,686,0,2443,117,1,111,2137,473,2,9956,151,1,1,169,1557,1,931,344,10,0,1,2,19805,133,14,285,3958,6242,1,1,0,6438,412,3,0,2,42847,0,269799,18754,0,78060,951,2,299,640,14,384,10,3373,435,44,55740,46,15958,0,2172,3,335,27105,0,942,41656,5,6,13,9,4,18,3,157,9,0,0,0,1,0,158,3,0,0,1,0,0,0,0,0,0,1,3,0,2,6,0,0,259,0,4,0,1,0,0,57,2,0,17,0,10,7,0,0,0,0,117,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"CHAETOGNATHA","Pterosagitta_draco","SRR7754743",365902,72,0,371,286,0,55,1140,214,7,3229,3,0,1,25,829,2,13,107,0,0,0,0,7397,19,113,12,5304,2480,1,3,1,4543,459,2,0,0,11827,0,104616,16098,0,55382,284,1,453,2075,40,268,35,1780,28,2,38119,606,7009,0,478,115,99,10133,0,948,48812,0,1,7,6,15,19,37,29,3,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,2,12,36,9,2,1,0,0,49,4,0,0,0,1,0,0,2,0,0,6,0,0,6,13,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"CHAETOGNATHA","Sagitta_elegans","SRR7754742",801577,48,1,334,385,0,78,1478,88,8,3923,1,1,1,20,786,1,15,31,0,0,0,2,12297,9,19,34,7516,2133,3,0,0,4367,846,5,0,0,24144,0,200500,34529,0,81750,886,2,272,2332,23,111,38,4702,21,7,63800,106,10470,0,283,8,40,16778,0,1616,258797,2,4,15,4,9,5,219,9,3,0,0,0,0,0,34,2,0,0,0,0,5,0,0,0,0,0,81,0,9,1,0,0,9,1,4,1,5,0,0,0,2,0,0,0,17,5,3,0,0,0,5,0,0,41,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"CHAETOGNATHA","Sagitta_gazellae","SRR7754749",372017,51,0,253,15,0,26,1261,128,5,1461,4,5,2,4,418,0,9,371,2,0,0,2,3379,6,7,15,4557,1936,0,0,0,2773,306,1,1,0,6020,0,75023,14659,0,43492,168,2,171,775,5,33,1,1804,0,2,24959,253,3706,0,85,1,49,5786,0,90,146201,1,1,5,1,3,8,9,7,1,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,3,0,1,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAETOGNATHA","Sagitta_hexaptera","SRR7754748",411641,65,0,238,23,0,58,1067,79,10,2522,3,25,0,9,531,0,13,64,0,0,0,0,5948,1,3,67,3338,1040,0,0,0,2162,524,2,0,0,11699,0,112189,16704,0,66752,225,1,269,974,56,417,8,2237,29,0,30869,52,6281,0,249,0,1,8953,0,128,94365,40,34,0,0,0,0,1,14,5,0,0,0,0,0,665,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,1,0,22,0,4,1,1,0,0,17,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAETOGNATHA","Sagitta_serratodentata","SRR7754747",353336,82,0,444,23,0,27,799,112,3,2410,4,3,1,12,389,3,10,53,0,0,0,0,4882,17,1,22,4650,1148,0,2,0,2133,338,1,0,0,15548,0,110368,17437,0,53187,110,0,378,1311,6,100,3,2396,10,10,32280,263,6308,0,410,41,30,9960,0,19,45499,4,3,11,2,3,4,56,15,7,0,0,0,0,0,207,2,0,0,0,0,0,0,1,0,0,0,211,0,1,0,0,3,13,0,4,2,0,0,0,2,9,0,10,0,2,0,0,0,0,0,1,0,0,1127,45,0,0,1,0,0,0,0,0,0,0,0,28,0,0
"CHAETOGNATHA","Sagitta_setosa","SRR7754746",436385,61,0,252,20,0,24,1180,62,2,3405,7,0,0,12,580,0,4,36,31,0,0,0,9130,2,34,34,7064,1165,0,0,0,3081,312,6,0,0,10663,0,117917,23215,12,71390,434,0,192,1517,10,80,2,1817,18,10,37378,457,7479,0,263,9,9,11447,0,682,83013,4,4,5,0,0,1,0,1,9,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,7,3,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,0,0,6,0,0,0
"CHAETOGNATHA","Spadella_cephaloptera","SRR7754750",297695,34,0,655,159,0,21,466,34,5,5454,0,2,0,12,264,0,4,124,0,0,0,0,7475,5,0,1,6456,2352,3,5,0,1489,471,6,0,0,12920,0,106277,5241,0,44508,207,0,113,539,876,6,2,919,7,1,27127,18,5768,0,232,280,20,11254,0,120,19124,1,0,2,3,0,0,1,0,1,0,0,0,0,0,126,1,0,0,0,0,1,0,0,0,0,2,2,0,1,32,0,0,4,0,1286,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Acropora_hyacinthus","SRR8464846",156889,0,0,100,0,0,0,65,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,8299,0,0,0,1946,33,0,288,0,123,0,0,0,0,3546,0,35115,5286,0,14087,432,0,9,1,0,0,0,1161,0,0,10790,0,700,0,972,0,101,1940,0,0,44938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
