"phylum","species","accession","nreads","Adenoviridae","Adintoviridae","Alloherpesviridae","Alphaflexiviridae","Amalgaviridae","Arteriviridae","Ascoviridae","Asfarviridae","Astroviridae","Baculoviridae","Betaflexiviridae","Botourmiaviridae","Bromoviridae","Caliciviridae","Caulimoviridae","Chuviridae","Circoviridae","Coronaviridae","Cruciviridae","Cystoviridae","Deltaflexiviridae","Dicistroviridae","Flaviviridae","Geminiviridae","Genomoviridae","Hepadnaviridae","Hepeviridae","Herpesviridae","Hypoviridae","Iflaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Leviviridae","Luteoviridae","Marnaviridae","Marseilleviridae","Microviridae","Mimiviridae","Mitoviridae","Mymonaviridae","Uncertain family","Nairoviridae","Narnaviridae","Nimaviridae","Nudiviridae","Orthomyxoviridae","Papillomaviridae","Paramyxoviridae","Partitiviridae","Parvoviridae","Phenuiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Polycipiviridae","Polydnaviridae","Polyomaviridae","Potyviridae","Poxviridae","Pseudoviridae","Reoviridae","Retroviridae","Rhabdoviridae","Secoviridae","Solemoviridae","Togaviridae","Tombusviridae","Totiviridae","Tymoviridae","Virgaviridae","Adomaviridae","Aliusviridae","Alphasatellitidae","Alphatetraviridae","Alvernaviridae","Amnoonviridae","Anelloviridae","Arenaviridae","Artoviridae","Aspiviridae","Bacilladnaviridae","Barnaviridae","Benyviridae","Bidnaviridae","Birnaviridae","Bornaviridae","Carmotetraviridae","Chrysoviridae","Closteroviridae","Cruliviridae","Endornaviridae","Filoviridae","Fimoviridae","Fusariviridae","Gammaflexiviridae","Hantaviridae","Hytrosaviridae","Kitaviridae","Kolmioviridae","Leishbuviridae","Lispiviridae","Malacoherpesviridae","Matonaviridae","Mayoviridae","Medioniviridae","Megabirnaviridae","Mesoniviridae","Metaviridae","Nanoviridae","Nodaviridae","Nyamiviridae","Ovaliviridae","Peribunyaviridae","Permutotetraviridae","Phasmaviridae","Picobirnaviridae","Pneumoviridae","Podoviridae","Polymycoviridae","Portogloboviridae","Qinviridae","Quadriviridae","Redondoviridae","Roniviridae","Sinhaliviridae","Smacoviridae","Solinviviridae","Tobaniviridae","Tospoviridae","Tristromaviridae","Xinmoviridae"
"PRIAPULIDA","Priapulus_sp.","SRR1611567",90132,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,510,0,0,0,35,1,0,0,0,26,0,0,0,2,105,0,6734,2018,0,10574,8,0,0,11,0,0,0,4,0,0,517,0,36,0,4,0,0,711,0,0,66685,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRIAPULIDA","Tubiluchus_corallicola","SRR2131688",6714,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,65,0,0,0,0,5,0,0,0,0,78,0,568,428,0,1398,13,0,0,5,0,0,0,8,0,0,126,0,6,0,0,0,0,166,0,1,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Adineta_vaga","SRR7962072",392318,0,0,578,0,0,0,6,0,0,1891,0,0,0,0,0,0,0,0,0,0,0,0,24606,0,0,0,6914,185,0,0,0,408,0,0,0,0,9149,0,105977,19277,0,88452,336,0,6,184,0,0,0,2793,0,0,30877,0,3373,0,3057,0,313,7465,0,0,27817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_angularis","SRR12686548",219415,378,0,0,0,0,0,263,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,10416,0,0,0,2542,314,0,0,0,416,0,0,0,0,899,0,32986,12659,0,76669,402,0,0,2,0,0,0,1981,0,0,5126,0,286,0,4530,0,0,6256,0,0,30566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_calyciflorus","SRR10426064",359027,1,0,1,0,0,0,441,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,23468,0,0,0,5865,763,0,0,0,220,0,0,0,0,5540,1,63414,48191,0,96008,557,0,0,146,0,0,0,4234,0,0,14054,0,69,0,7489,0,83,9889,0,8,26873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_fernandoi","SRR10426062",321078,153,0,0,0,0,0,411,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,24775,0,0,0,4458,649,0,0,0,407,0,0,0,0,3404,0,80204,21319,0,66889,512,0,0,108,0,0,0,3466,0,0,17244,0,104,0,6765,0,35,13045,0,0,28261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_manjavacas","SRR5197741",10654,1,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,646,2,0,0,0,4,0,0,0,0,185,0,1080,168,0,4293,3,0,0,1,0,0,0,12,0,0,83,0,1,0,845,0,11,96,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_paranguensis","SRR13452041",447538,322,0,1,0,0,0,376,0,0,2299,0,0,0,0,0,0,0,0,0,0,0,0,24830,0,0,0,5745,439,0,0,0,467,0,0,0,0,4203,0,77357,15692,0,134076,470,0,1,86,0,0,0,5342,0,0,11379,0,776,0,12897,0,82,4973,0,0,64136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_plicatilis","SRR15184123",128160,206,0,5,0,1,0,168,0,0,379,0,0,2,0,1,0,0,0,0,0,0,0,7194,2,0,0,4965,281,0,0,0,139,0,0,0,0,1263,0,28349,7436,0,22311,38,0,0,11,0,0,2,787,0,0,2753,0,126,0,5024,0,62,835,0,1,21052,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_rotundiformis","SRR11747658",113083,336,0,0,0,0,0,72,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,30904,0,0,0,2766,226,0,0,0,120,0,0,0,0,1452,0,25509,8397,0,16744,151,0,0,1,0,0,0,989,0,0,1864,0,24,0,955,0,104,1321,0,0,3880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Lepadella_patella","SRR1976570",2449,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,68,0,0,0,0,6,0,0,0,0,29,0,338,528,0,780,3,0,0,0,0,0,0,10,0,0,42,0,4,0,61,0,0,73,0,2,162,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Rotaria_magnacalcarata","SRR2429147",225345,1,0,34,0,0,0,0,0,0,2865,0,0,0,0,0,0,0,0,0,0,0,0,13473,0,0,0,3944,0,0,0,0,176,0,0,0,0,2427,0,45005,4038,0,83330,58,0,0,0,0,0,0,541,0,0,6342,0,660,0,24603,0,65,1915,0,0,9867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Rotaria_rotatoria","ERR454505",228778,0,0,90,0,0,0,4,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,0,23225,0,0,0,5077,331,0,0,0,94,0,0,0,0,4170,0,30284,2407,0,97352,27,0,0,4,0,0,0,1334,0,0,8266,0,1412,0,8991,0,45,2849,0,0,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Rotaria_socialis","SRR2430028",252692,1,0,46,0,0,0,2,0,0,7194,0,0,0,0,0,0,0,0,0,0,0,0,13523,0,0,0,2748,45,0,0,0,121,0,0,0,0,3845,0,80649,2646,0,63989,59,0,0,1,0,0,0,443,0,0,8718,0,606,0,21053,0,143,2775,0,0,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Rotaria_sordida","SRR2430030",268094,0,0,69,0,0,0,75,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,13009,0,0,0,397,7,0,0,0,60,0,0,0,0,1062,0,26598,2612,0,117660,94,0,0,26,0,0,0,500,0,0,5519,0,220,0,9986,0,15,1508,0,0,66282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Rotaria_tardigrada","SRR2430032",501222,0,0,56,0,0,0,36,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,26647,0,0,0,758,11,0,0,0,87,0,0,0,0,1973,0,33299,4863,0,238814,63,0,12,49,0,0,0,576,0,0,9188,0,756,0,3664,0,14,2380,0,0,141201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Seison_nebaliae","ERR5430763",273524,1,0,94,0,0,0,499,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,12097,0,0,0,665,69,0,0,0,228,0,0,0,0,3770,0,78920,19349,0,41632,88,0,3,253,0,0,0,6725,0,0,24392,0,411,0,12640,0,0,4667,0,1,20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Echiniscoides_sigismundi","SRR7309271",278557,176,0,0,0,0,0,927,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,5571,0,0,0,485,151,0,0,0,246,0,0,0,0,4018,0,70350,8427,0,57204,98,0,0,1067,0,0,0,2571,0,0,21365,0,3731,0,10286,0,1,14945,0,0,31286,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Echiniscus_testudo","SRR8354803",8952,0,0,0,0,0,0,13,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,44,0,0,1,0,6,0,0,0,0,18,0,1943,1418,0,1577,5,0,0,68,0,0,0,48,0,0,340,0,23,0,94,0,0,103,0,0,2083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Hypsibius_dujardini","SRR5218243",132966,4,0,0,0,0,0,6,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,0,548,60,0,0,0,307,0,0,0,0,806,0,29169,8314,0,29408,263,0,0,316,0,0,0,990,0,0,5033,3,1595,0,5653,0,0,4838,0,6,12822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Hypsibius_exemplaris","SRR14868527",132864,1,0,0,0,0,0,4,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,177,2,0,0,0,142,0,0,0,0,843,0,19201,9989,0,34772,435,0,0,176,0,0,0,783,0,0,3930,30,610,0,1306,0,0,2274,0,0,39951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Mesobiotus_philippinicus","SRR8294673",82196,10,0,1,0,0,0,57,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,5729,0,0,0,2056,8,0,0,0,165,0,0,0,0,438,0,18581,5003,0,21069,194,0,0,272,0,0,0,593,0,0,1815,1,35,0,3186,0,0,2218,0,0,10959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Paramacrobiotus_richtersi","SRR5367860",124307,16,0,6,0,0,0,61,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,4901,0,0,0,546,59,0,0,0,213,0,0,0,0,519,0,17098,10433,0,40016,454,0,4,262,0,26,0,1009,0,0,6693,0,418,0,5090,0,16,1757,0,0,16098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARDIGRADA","Richtersius_coronifer","SRR7340056",167058,0,0,0,0,0,0,14,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,4231,0,0,0,582,77,0,0,0,361,0,0,0,0,1797,0,40196,7408,0,30843,758,0,8,303,0,1,0,1010,0,0,17031,0,2575,0,3807,0,1,3635,0,1,22564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Aplidium_turbinatum","ERR6745738",136767,5,0,0,0,0,0,12,0,0,329,0,0,0,0,0,0,0,12,0,0,0,3,14195,1,0,0,2202,44,0,0,0,222,0,0,0,0,814,0,47939,8768,0,18103,0,0,0,35,0,0,0,962,0,0,7823,0,102,0,98,0,18,1230,0,0,21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Botryllus_schlosseri","SRR10352205",244384,15,0,33,0,0,0,9,0,0,1544,0,1,0,0,0,0,48,0,8,0,0,0,2907,0,22,84,3989,253,0,0,1,850,0,0,9,0,1237,84,34870,48371,0,21724,18,0,0,347,0,0,0,1814,409,1,8614,12,912,38,1894,0,60,8967,0,0,79901,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Halocynthia_roretzi","SRR10743033",211755,1,0,8,0,0,0,1,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,12296,0,0,0,8999,280,0,0,0,209,0,0,0,0,655,0,33005,7885,0,32406,105,0,0,235,0,1,0,2098,0,0,4992,0,425,0,823,0,149,4799,0,0,62390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Molgula_occulta","SRR1199268",266347,1,0,835,0,0,0,9,0,0,6731,0,0,0,0,0,0,0,0,0,0,0,0,2863,0,0,0,177,506,0,0,0,2056,0,0,0,0,15057,0,18401,4401,0,95059,139,0,150,331,0,0,0,662,0,0,6595,0,74,0,40,0,8,13953,0,0,58940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Molgula_oculata","SRR1197522",230363,1,0,587,0,0,0,4,0,0,5464,1,0,0,1,0,0,0,0,0,0,0,0,1829,0,0,0,340,743,0,0,0,1664,0,0,0,0,14305,0,14451,5263,0,77256,114,0,0,147,0,0,0,1056,0,0,4090,0,93,0,36,0,36,9399,0,0,70888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Salpa_thompsoni","SRR4072794",89495,0,0,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,2101,0,0,0,892,26,0,0,0,118,0,0,0,0,1025,0,12096,3544,0,19951,31,0,0,3,0,0,0,956,0,0,3031,0,133,0,29,0,12,2164,0,0,33102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Styela_clava","SRR8599817",162986,1,0,195,0,0,0,1,1,0,13840,0,0,0,0,1,0,0,0,0,0,0,0,7945,0,0,0,1764,114,0,0,0,1843,0,0,0,0,864,0,32109,2382,0,20213,659,0,0,102,0,0,0,946,0,0,16284,0,414,0,512,0,46,15979,0,0,15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Childia_submaculatum","SRR3105702",99727,0,0,0,0,0,0,14,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,7092,0,0,0,0,97,1,0,0,274,0,0,0,2,717,0,9234,8176,0,25366,11,0,0,202,0,0,0,1130,0,0,19148,0,764,0,17,0,110,2922,0,0,19414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Diopisthoporus_gymnopharyngeus","SRR3105703",348134,0,0,0,0,0,0,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,13253,0,0,0,797,6,0,0,0,16,0,0,0,0,166,0,54199,10812,0,52550,3,0,0,1,0,0,0,39,0,0,2425,0,318,0,0,0,0,1669,0,0,208116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Diopisthoporus_longitubus","SRR3105704",250220,0,0,33,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,1,10065,0,0,0,157,3,1,0,0,90,0,0,0,0,1267,0,77864,11817,0,71434,22,0,0,199,0,0,0,2245,0,0,4776,0,1349,0,14,0,0,5755,0,0,54333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Eumecynostomum_macrobursalium","SRR3105705",172998,51,0,6,0,0,0,9,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,4205,0,0,0,0,0,0,0,0,467,0,0,0,0,3507,0,33372,12628,0,24649,0,0,0,326,0,0,0,2915,0,0,15309,0,3559,0,36,0,0,7426,0,0,28541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Flagellophora_sp.","SRR8641368",972544,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12934,0,0,0,74,7,0,0,0,3,0,0,0,0,125149,0,262543,708,0,32304,1,0,0,0,0,0,0,6,0,0,143131,0,17,0,2,0,0,74045,0,3,187544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Hofstenia_miamia","SRR8454196",160996,0,0,12,0,0,0,1,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,6,0,0,0,253,0,0,0,0,1234,0,31043,3198,0,27944,267,0,70,84,0,0,0,771,0,0,8175,0,833,0,11,0,0,4791,0,0,60610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Isodiametra_pulchra","SRR12179257",366321,0,0,34,0,0,0,118,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,16538,0,0,0,69,18,0,0,0,231,0,0,0,0,254,0,61320,2120,0,157401,28,0,1,23,0,0,0,90,9,0,73454,0,232,0,8352,0,3,8858,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Meara_stichopi","SRR2681155",455360,0,0,20,0,0,0,3,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,2,128,0,0,0,207,0,0,0,0,7010,0,69223,11389,0,126561,79,0,159,27,0,0,0,2125,0,0,69341,0,3295,0,115,0,1,11516,0,0,88738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Nemertoderma_westbladi","SRR8491950",53256,0,0,0,0,0,0,28,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,19,3,0,0,0,6,0,0,0,0,348,0,4667,112,0,15859,10,0,5,2,0,0,0,76,0,0,15490,0,490,0,42,0,0,514,0,0,7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Neochildia_fusca","SRR8617822",220301,0,0,0,0,0,0,4,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,46452,0,0,0,28,121,0,0,0,357,0,0,0,0,876,0,18810,3682,0,49143,188,0,0,192,0,0,0,415,0,0,51531,2,1275,0,84,0,0,4632,0,2,28582,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Paratomella_rubra","SRR6375633",307208,6,0,39,3,0,0,1,0,0,517,0,0,0,0,0,0,0,0,0,0,0,12,11836,0,0,0,1002,193,0,0,0,471,0,0,0,0,793,0,49237,10696,0,111763,85,0,1,0,0,0,0,1835,0,0,18127,0,898,0,3924,0,0,11062,0,0,48815,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Pseudaphanostoma_variabilis","SRR8524599",561636,0,0,17,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,19239,0,0,0,17,10,0,0,0,59,0,0,0,0,552,0,39871,32175,0,185428,8,0,1,10,0,0,0,620,0,0,107852,1,1785,0,33,2,0,6165,0,0,149002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Symsagittifera_roscoffensis","SRR8506641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Xenoturbella_bocki","SRR8638116",28775,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10341,596,0,9,0,0,0,0,0,0,0,0,0,0,123,0,88,0,49,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
