"accession","Ackermannviridae","Adenoviridae","Adintoviridae","Adomaviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Chrysoviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Malacoherpesviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Partitiviridae","Phycodnaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Schitoviridae","Siphoviridae","Unclassified.viruses","Chuviridae","Coronaviridae","Fuselloviridae","Hepadnaviridae","Lipothrixviridae","Mitoviridae","Picornaviridae","Pseudoviridae","Secoviridae","Virgaviridae","Zobellviridae","Iflaviridae","Corticoviridae","Fiersviridae","Leviviridae","Ovaliviridae","Parvoviridae","Tobaniviridae","Closteroviridae","Marnaviridae","Nodaviridae","Dicistroviridae","Lispiviridae","Peribunyaviridae","Tombusviridae","Nyamiviridae","Astroviridae","Demerecviridae","Endornaviridae","Filoviridae","Pneumoviridae","Potyviridae","Totiviridae","Orthomyxoviridae","Circoviridae","Paramyxoviridae","Cystoviridae","Phenuiviridae","Tectiviridae","Mesoniviridae","Tymoviridae","Drexlerviridae","Hypoviridae","Bromoviridae","Caliciviridae","Rhabdoviridae","Atkinsviridae","Botourmiaviridae","Fusariviridae","Narnaviridae","Solemoviridae","Alphaflexiviridae","Cruciviridae","Mononiviridae","Picobirnaviridae","Solspiviridae","Yueviridae","Arenaviridae","Qinviridae","Bacilladnaviridae","Artoviridae","Togaviridae","Chaseviridae","Genomoviridae","Guttaviridae","Polycipiviridae","Bornaviridae","Mypoviridae","Bidnaviridae","Xinmoviridae","Mayoviridae","Polyomaviridae","Spiraviridae"
"SRR5353282",12.23263,486.462,585.901228278715,6.52903,81.67685,265.542730004173,68.0507,7.13059,5534.48431541,26.2609,42.10505,4.34189,1286.65443,9.18187,458.31642,175.57331,621.063707,251.70454,5671.777147,2371.1830237991,99.94635,18.05996,2802.298793,155.93271,353.607834,31607.0495944837,12824.1532087749,31.61545,15.15501,235.17094,86.93957,3922.83411656951,3236.593348608,5647.718156,1039.573584,3663.438652,111.66415,3132.9163619527,2354.907315,21.41779,25680.77526992,30971.489278106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR14583829",59.184528,1.611711,11.18083,28.01467,464.764533,739.980438,95.10747,108.753483,8927.26081894,13.9261,39.27767,17.100198,2800.127171,0,1463.67316,241.329844,920.59477537542,96.663442,6515.9691125336,2020.0956236206,201.25906,27.246386,3124.384914122,177.854613,248.048509,32545.9646447993,12528.0701308258,110.52628,9.10129,210.646944655,234.889147000518,7170.95687341651,4001.31154728961,3340.75627763332,1574.244113,9882.14701439173,210.233053,4726.27029644805,78.44007,0,20804.8400257637,24197.2394210112,1.62844,1.29617,2.48468,1.3348,4.3459,260.27891,10.25301,14.93813,8.69649,3.50744,15.01846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5353274",0,0,9014.94518901445,0,843.94076,28.964135,189.8849,0,369.57664,4.30624,11.753617,0,1891.49205,0,112.6932,0,142.77048,0,151.565980066838,775.72739948324,9.83552,0,430.44373,178.835031,100.34814,3306.901663,1808.19738701554,16.7411,0,16.43153,7.54992,646.137972,418.98569,1832.41816,3353.728599,1737.823352,9.56068,1009.862204,397.64706,0,1982.53406,11041.328258,0,0,0,0,34.1763,3.7552,0,6.45806,0,0,0,79.28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1147311",34.798029,6.900529,773.109195690093,15.45064859,374.19773,24.417895,44.66477082122,51.100252,846.0568771,8.775147,45.635674123,2.646413,1890.999814,2.38244,204.695453,163.407729,160.385914,3.333926,1338.11135204929,1833.13100305264,15.091976,12.426501,1468.6312953,344.85702495,75.7719263,7896.79884376066,6593.57819588494,48.99655,8.11089,72.45555,132.277792,1649.37845052134,1612.96540893,867.297389784191,788.390012715587,1811.64473331212,7.01537,4166.74967938164,45.608,0,8954.40744371878,11209.3069493249,1.63714,0,1.14674,0,5.712219,2.89423,0,7.772002,0,21.33652,0,0,1.181625,4.93421,1.01513,4.356434,1.410869,0.751449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6766872",34.06144,27.54989,172.890414,31.92522,83.749384,271.396718,66.09433,61.211093,1779.11126096244,10.40228,83.134913,5.04416,1397.362081,2.62954,255.492865,139.490016,927.033726069128,66.144792,1229.73447942001,1506.83566421326,136.182287,24.228335,2017.27637525865,171.788527,288.935536,16192.2933035115,6472.04260144412,95.896766,4.23377,207.033032,204.50288,4518.66711908834,1636.8432267329,1257.4892038261,1950.29300559363,5042.02818509814,232.734801,3428.19723605048,62.639324,0,11078.1250549688,11836.9425469173,0,0,0,2.66508,7.01353,106.960027,2.94172,3.6023,7.33402903181,0,0,6.42601,0,1.87844,0,3.29884,0,0,2.047339,2.49145,4.42153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9332008",0,3.104,4.443221,0,4.79345,69.67274,3.23835,4.3732,193.29808,0,47.276388,2.303218,128.218700014544,3.2198,17.1227,10.19906,81.290879,0,98.88621308327,212.2357503,1.06,0,382.119406046511,302.32986311,11.44331,1839.61932020048,484.245408067,19.15608,0,9.45603,20.409402,451.528259,273.159058,338.101911,499.44452387,920.696885,404.292773203696,644.196642329,11.17705,0,1028.37195,2452.40544513232,1.91493,0,0,0,0,2.635871,0,14.39678,0,0,0,1.42105,5.79277000333181,0,0,0,0,0,0,0,0,286.52017,2.32748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR12687642",1.10005,518.18592,1574.910377,19.03724,368.82037,3043.527798,120.1662,72.70146,3671.17978482,8.4704,4.424053,0,912.86257,0,1592.462078,583.652109,780.099222,16.51359,8331.926949,10420.710549,436.26769,8.74887,5074.338577,162.053356,369.00489,29641.999060121,9057.59267978473,442.33447,16.73458,918.42727,243.347896,8456.104709,4499.269626,1823.0989423,4721.58831785516,6590.01822909215,17269.4416970006,2311.608886,425.72171,0,17727.168022786,21515.2444679703,0,0,0,0,15.47066,0,2.70121,29.2827,16.5403,36.47346,0,1.17542,0,31.3153,0,0,11.14616,0,0,0,0,1.37779,0,2.38092,22.93026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6998662",107.041,133.14162,616.130289,37.91158,56.80086,446.773389,60.13186,28.397737,2034.330059449,12.91004,46.61537,0,570.92174,4.83939,372.9278,360.93891,1350.28056,5.6387,1267.40087325842,2517.384401,76.89811,24.5698,2166.02763559092,531.993190000497,155.68541,20024.8978280983,9471.3252210824,270.83627,27.12933,266.13325,331.58748,4554.209415169,4119.1568281628,1643.786521,2373.127135,5670.66332367118,98.3572923,4726.43747726226,471.55492,0,18705.8502741277,20293.6327854185,94.96554,0,0,0,10.7419,5.86464,0,34.54269,9.29965,6.51904,0,0,13.3662,0,0,0,100.74147,0,0,0,0,0,0,0,41.4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1972516",0,2092.09135,29.05151,11.1486,505.000821,101.03588,20.829468,24.29312,9017.41506,7.82093,19.34768,0,138.11773,0,723.786,129.33739,489.619873,13.19736,424.945371,2041.409299,26.31722,13.23948,2409.02532200328,176.664558,128.05228,13562.704254,5989.787636,312.79446,2.34534,89.922348,111.15825,4388.951302,4197.00798,957.22089,3779.40234309102,3956.7631,150.66338,1263.946422,59.93015,0,15501.1507652767,19904.634453134,2.23445,0,0,0,6.99846,1.2832,2.34785,11.67254,13.22317,6.99956,0,0,8.96766,0,0,0,5.43014,0,0,0,0,0,0,0,0,18.88747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1514880",0,399.52326,264.1385,40.4274,199.61844,2643.34632,94.02887,141.83678,9890.98209,35.7051,37.30674,8.73608,604.7485,0,685.91221,389.70498,4506.97723,12.5885,2647.36384,11383.4937550139,307.0234,0,5827.43091,138.72081441,318.7684,27143.7191001944,10779.06635,2390.64458,41.0468,1782.90413,305.56675,12606.79056,6339.68415,2520.1509022701,3646.83903,6177.82585,12072.21239,2516.337183,57.24681,0,26233.796817733,33966.7073469,0,0,0,0,23.29817,4.36964,0,40.66146,0,23.3668,0,0,5.36151,7.85737,0,0,19.54305,0,0,0,0,0,3.97904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8464846",21.724565,6.842971,93.346498,72.76314,528.27063701037,438.762237,81.958525,85.47154,2264.91035157911,17.66806,77.078203,0,618.1930673,0,406.346007,486.320403,2710.69164204336,98.011501,2154.972454,2969.35625183172,81.08161,14.6278,4196.3726994956,163.58164,203.577991,29180.832691054,14116.0530140607,144.727595,0,198.144669078543,345.566745,10117.442635994,3843.383899,2540.95001417925,1146.369694,4583.24329517121,503.2356702,8743.55162112162,0,2.89011,20158.2298374463,26120.8880319754,2.04113,0,5.011116,0,2.661259,7.768996,4.414066,4.11695,0,1.67293,9.06372,9.64458,12.20778,2.65918,0,0,0,0,11.20118717,0,0,0,0,0,0,0,2.5779,4.94982,2.630922,207.448989,48.364424,3.72537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9606756",290.3875,152.54365,13.26028,33.34578,361.742223,208.988692,42.37984,22.3645,5861.630884,12.89078,0,0,3509.9139192145,0,6820.05684,402.95188,490.301227,6.95496,1583.002603,2831.733132,16.5593,7.45472,4744.86982453349,17.73465,206.23086,35196.7437826881,12886.504841319,17.85333,0,105.868090011357,246.06223,6538.403043,5542.410237,6318.697733,2848.257566,9438.4116438,8745.234732,3600.701733,37.55053,0,26045.4220287048,31355.8142774545,0,0,1.51089,0,0,27.17756,0,0,0,0,0,0,0,0,0,10.65848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8293935",36.20091,0,998.9751083,198.96379,437.822825,239.849201,89.13413,65.44151,1138.83205144629,89.414,736.13961232374,0,427.652182,4.565169,1410.981,339.382577,2529.7467653338,65.1234900375354,1995.8185982559,3960.60118869,48.549,22.45859,3498.84038159,1695.55113812954,169.220491021638,43322.4535685649,12602.9741849316,890.237942,7.07759,403.933891225087,406.12046676328,8973.20354207127,5097.20042949,2013.3086577,2517.57530790053,4971.3626112015,1068.744911,9775.1551256782,146.099072,10.18049,20481.1047689937,30121.2866298395,1.35903,1.87346,26.633004,0,13.997134,30.09768,6.73387,6.77711,0,8.04212,0,51.4531,0,0,1.41389,27.027855,8.4403,0,9.06677,0,0,0,0,0,0,0,0,0,0,0,2.694055,0,0,639.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6512852",651.14998,49.1183,184.362978,56.39525,984.806084,233.171556,86.10041,176.366066,2630.0255879,28.7592,34.724503,0,1885.475564,0,762.2511,506.057765,890.471923,118.075488,1504.306339,2194.44543170591,42.24256,7.56805,3177.28598,107.424469,104.65563592,29580.8753434451,11355.8423582236,45.97804,0,96.017813,308.02891,9243.84813460468,3203.5397568,3039.942263,2005.924775,3716.308228,3416.45562100034,6621.1043187,67.633704,0,17610.9476339499,28699.9039620617,0,0,1.66091,0,0,12.43901,0,21.44113,0,0,0,0,0,0,0,35.3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8386112",31.347469,2.758914,526.2636738,40.710605,520.507587,136.76061,62.01693,40.678587,1488.67745702677,15.117781,123.060918609985,0,699.609626,7.47127,2281.978411,392.516481,1268.85921829872,37.123,5682.66294286,2404.08922250602,89.35822,9.150537,4287.53376494059,229.840119326573,250.305752,25689.0182638688,15051.2031837542,93.095564,18.330442,162.018064,271.8707471745,9106.80758815423,4259.49045754,3585.508517747,1004.493725,5108.85968840001,154.901071,4860.42916418997,50.8561,22.13283,20352.326314703,25340.9062517891,1.20171,0,2.946685,1.16539,8.355135,34.082016,0,2.489887,0,1.498441,0,0,1.07106,23.3045,0,0,1.91636,0,4.708051,0,0,0,0,0,0,0,0,0,2.71178,264.346848,93.073895,7.67437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR15714765",11.55338,30.10673,46.452958,21.71748,601.796507,208.27378,60.387796,46.27756,958.078143128804,38.06491,18.20144,0,568.48785,0,1411.26818,126.05628,926.444916001058,79.69433,6268.986506,1316.26741,78.14202,15.31225,1218.300263,210.039763,145.103203,18711.0392581437,10414.7384393994,322.483561,15.61332,254.45507916,208.488358,3664.920797162,1676.675142,3318.1378006176,792.195541011263,5814.65596580001,96.01209,3692.8766763,736.29446,0,12038.8454651609,17752.0538960796,1.62629,0,10.638537,0,0,2.23694,0,5.33875,0,6.22626,0,2.58473,0,0,0,2.8139,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6917,0,14.85645,0,0,0,38.05889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6023958",0.305114,5.574907,1205.41161298191,0.648277,24.0181637,61.1411169,5.1436906,1.423742,109.139361000432,0.619438,561.52343813779,0,29.930334,2.650841,13.5623,11.414207,74.0275268,4.313343,78.2487639384885,908.090218959892,13.84473,161.3448936188,205.133606200082,1661.08035262,1644.291633,925.956372471312,679.57387520467,62.538844,1.292127,12.2572815,16.487211,278.980803200111,115.19931521033,273.967775058075,311.04467743915,322.33330737,0,1598.98232393115,3.491968,0,1039.38898836,2770.26634686754,94.5528359,0,0,25.0300119,0,0,11.378677,26.844168,0,0,0,28.076936,13.471447,1.658227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR15275182",78.9519,138.063981,236.847834,44.718307,563.833275,3464.6308863934,57.076553,82.232734,2988.401041,8.01599,126.028540278119,0,503.795315,0,916.03325,96.804869,662.5931544,55.234968,5701.65556018584,2246.81410650641,87.3375050516,3.60152,1181.3170755707,389.155527,116.122212,19309.8993796947,8392.24471052533,91.26399,7.04161,211.7494395905,95.559675,3150.60756792744,1512.6157671079,4549.031077,1055.46811512289,4453.016048,28.01941,7192.3104670921,222.03506,0,15319.0678643583,33158.5595626585,5.03101,0,0,10.05499,0,4.649388,5.239177,9.673021,0,4.32787,0,4.64712,83.168621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02283,0,0,0,0,0,0,1.73211,1.05349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7348691",7.97969,480.43982,138.3813206,28.65008,430.506684,205.59794,40.53764,137.98367,2524.06438488432,16.7839,58.33914,3.38323,1311.10593816,0,1577.03974,217.325919,1631.303865076,64.3999,951.818666,5415.298917,127.207162,11.21797,2073.677326,72.13601,308.238464,20681.8550096711,11575.2942484892,130.824,8.378325,392.309106,212.85025,5683.45603480991,2516.319286,3284.987378,762.4004584,6675.472733,10.42053,9048.5773764869,40.07407,0,9611.78233116316,33077.3420165579,0,0,0,0,4.24231,49.6827,6.06783,0,0,4.80867,0,0,0,0,0,0,0,0,0,0,0,1.99001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10957072",1.840731,142.349566,54.787907,5.28623,316.952154,153.954876,30.5535,46.026892,1065.19402221078,4.77678,88.161109,2.1432,825.7649,0,965.565177,85.125685,750.725179284144,44.65593,373.57185806324,1937.20831267848,101.446677,7.834886,1061.41840400583,120.547843,115.536023,12556.4988078838,5789.67598887113,21.31646,3.78881,162.491506,130.838893,3474.18021808976,1576.482731,4176.602558,1161.97799606552,6616.75314553933,966.066365,3472.6467879685,12.50073,0,5722.35974228033,14308.7319854914,28.701165,0,0,3.155025,0.942709,13.44419,0,0,0,1.3255,0.796342,0,0,0,0,0,0,0,1.92218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8784138",5495.593476034,263.4128,57.5868,93.967815,330.69247,326.315303,114.0872,169.231382,3402.10204,34.73802,0,0,1293.51131009861,0,674.83433,320.76674,993.74379,73.11154,1509.25956,1523.618106,444.700857,0,2888.688652,0,363.495677,25777.3449235561,28269.946223,120.75823,0,193.055419,380.45163,6873.35629976471,3893.519048,3403.24785,2615.2965216944,4723.9674664217,155.18395,4856.9845757289,409.096805,0,118409.1584299,22432.3177876556,0,0,12.009,0,15.9799,30.0469,0,0,0,0,0,0,6.09332,0,0,3.18815,0,0,0,0,0,0,0,0,0,0,2.92582,4.1488,0,4.603,0,0,113.105,0,0,0,0,0,5.35804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR414137",22.423296,94.71784,61.429932,49.39138,234.566246,2363.77789,392.96166,45.6252,4486.53061322775,142.2762,3.19144,5.17517,3570.62025,0,858.49372,649.70880335499,1930.68442127407,211.216145,3724.87237803523,2912.84592517945,173.42581,0,5517.610638,13.836096,199.140649,43007.9790144033,15997.0629363074,363.048074,0,492.01714,1108.2345572495,14000.8802043608,4861.35989527289,3208.324591162,2629.90752765642,9745.2744335,497.751442004436,5686.55657615999,69.43808,96.90313,34931.5457593701,33933.1991220996,0,0,98.155118,0,0,63.19807,0,8.966505,0,1.32158,0,0,2.021565,361.66179,0,1.87573,0,0,2.30035,0,0,0,0,0,0,0,0,0,0,0,0,8.13459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
