"accession","Ackermannviridae","Adenoviridae","Adintoviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Malacoherpesviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Partitiviridae","Phycodnaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Schitoviridae","Siphoviridae","Unclassified.viruses","Adomaviridae","Chrysoviridae","Chuviridae","Lipothrixviridae","Mitoviridae","Pseudoviridae","Secoviridae","Virgaviridae","Ovaliviridae","Parvoviridae","Closteroviridae","Marnaviridae","Nodaviridae","Dicistroviridae","Peribunyaviridae","Tombusviridae","Corticoviridae","Nyamiviridae","Picornaviridae","Lispiviridae","Astroviridae","Demerecviridae","Endornaviridae","Filoviridae","Fuselloviridae","Iflaviridae","Pneumoviridae","Potyviridae","Totiviridae","Orthomyxoviridae","Paramyxoviridae","Fiersviridae","Hepadnaviridae","Cystoviridae","Phenuiviridae","Tectiviridae","Mesoniviridae","Tymoviridae","Circoviridae","Drexlerviridae","Hypoviridae","Bromoviridae","Coronaviridae","Caliciviridae","Rhabdoviridae","Atkinsviridae","Botourmiaviridae","Leviviridae","Narnaviridae","Solemoviridae","Alphaflexiviridae","Cruciviridae","Zobellviridae","Picobirnaviridae","Solspiviridae","Yueviridae","Arenaviridae","Tobaniviridae","Qinviridae","Bacilladnaviridae","Artoviridae","Togaviridae","Chaseviridae","Genomoviridae","Polycipiviridae","Bornaviridae","Bidnaviridae","Mypoviridae","Mayoviridae","Spiraviridae"
"SRR1797867",0,39.77335,41.012006,129.2581521,62.00873,25.507742,72.958612,1375.332827,0,12.108153,1560.73808,0,1084.1,67.925072,1386.44855518736,29.82807,5255.247406901,1298.3761736968,46.34212,5.2629,1174.1072424,183.9793978,124.00878,18463.8331039898,7293.28871637345,393.29234,4.25706,140.894691,147.997709,3914.66326246073,2580.77764254502,1967.52561,1183.9210572,4149.81066303813,368.923139,3499.33871636497,0,0,12922.0398326425,20623.7024354353,2.71269,7.04041,0,0,7.635477,3.793889,0,2.37228,0,0,0,0,0,0,0,0,0,0,19.3932,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39172,0,0,0,0,0,0,7.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1505100",22.79946,0,732.119362,63.799152,417.69684,9.87318,7.03763,2740.6575549712,6.0283,147.834172,3799.002967,0,512.42949,55.99573,564.021861,29.63011,1308.17253,997.193122342957,2.2685,30.70782,2545.07831935691,336.478504,66.21231,13623.2951000788,5912.44880781473,23.20968,5.90729,136.678978,284.066924,8464.95655702096,2569.401189,4293.6700936554,413.70524,5558.35166318509,2455.57614106403,2390.142348,51.79328,1.91506,8836.09017632322,14549.3223177948,13.07329,0,3.30521,1.56949,2.34967,10.9903,0,110.45074,4.04569,0,0,0,0,0,0,0,0,0,2.97623,0,0,0,0,0,39.25108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3581115",118.19293,0,105.2766,151.30511,314.53632,132.808,32.06038,4504.84292101169,18.83053,19.24741,1108.656165,0,1249.56,145.004360261145,1543.19201070855,28.83765,1267.126434,2321.48113,102.78988,6.66609,4201.839715,178.13486,419.30758,25953.7851176894,7384.48583887,2093.0176,13.27904,287.74774,285.80253,5893.56429787881,4643.53994140233,2255.42203,1177.493043,7762.40505659626,2456.76824,6531.1589687585,0,0,12640.1190635977,17796.6547002568,13.7009,4.01266,0,3.71572,7.52875,3.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3581106",0,0,302.51933084,133.756573,198.560113,17.303388,21.67023,3757.97563163259,22.17604,17.255139,1435.332581,0,815.465,169.475629,1143.33909383788,33.170179,1207.95350065554,1088.098357,34.21395,17.064751,1500.69586204971,736.515384497884,518.900647,15764.3328546422,5477.42939904238,35.87564,3.52,165.426621,180.933264,4271.8433284398,1512.734744671,2342.51270100132,751.149980275802,4372.13200850188,1699.180074,2891.88320712334,0,0,11660.9012044257,15851.6478563596,18.99087,3.16455,0,0.946152,4.00273,22.083231,0,0,0,0,0,0,0,0,0,0,0,0,26.50506,0,0,0,0,0,0,0,0,0.633209,0,0,0,0,2.025857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611560",0,69.1668,701.50293,225.23509,1132.50146,77.515410374265,163.4218,2600.13999,0,123.39152,887.569239,0,648.321,597.4329,1572.8522,61.4877,1937.521077,1957.96913,43.2424,8.26607,5130.563741,184.63282,171.44817,32770.1293520597,10822.7899133793,149.38414,19.00229,418.00737,1050.15975,7844.40732,5335.172637687,3614.77577,766.048956,3919.03667,242.35843,4099.33403,0,0,21405.4597562451,35139.3444243106,72.7171854158,11.8346,0,21.986,136.116,93.52167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1508368",46.88746,0,175.0569308,30.32882,45.8978,42.42509,39.37071,454.832304,12.59879,9.584251,548.083589,16.81726,443.81711,234.28434,440.831912,21.485626527416,2126.448136,1771.570524,55.0069,1.68381,1710.356113,37.191918,51.52493,15306.4062320332,7522.32912401432,26.644856,14.02684,287.208770000683,145.507553,4717.015498286,2176.20912674013,1181.63507,1185.236523,4811.556994,84.31943,10695.930562768,34.60354,0,11432.5898615392,24041.7153410017,5.57642,0,0,0,1456.628,0,0,4.98622,0,0,0,0,0,0,0,0,0,0,66.26091,0,0,0,0,0,0,0,0,10.85232,0,0,0,0,0,0,0,0,0,0,0,0,1.58978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5811995",0,29.213054,279.676697492604,105.332533,232.592233,48.2285,74.47289,2008.735061,9.28996,53.679719,1094.057982,0,845.533,145.344251,1091.62329546,41.20049,1459.9339068,1049.20785435,62.08228,5.915343,1657.85067202438,234.782850200501,354.897682,20130.6432451118,6403.18811080036,69.166352,15.31183,248.815564,165.03530062,4487.93741768705,1906.003269836,2481.949471,885.744856912736,5460.52691520681,381.739970558741,4378.3721007,0,0,12770.2742119574,16550.5061828247,12.525862,2.00383,0,0,4.94128,10.424356,0,0,0,1.7338,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57035,0,0,0,5.51127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611562",461.573,23.7497,677.662621,144.73225,35.11677,247.170774,90.3583,4810.35053,44.1481,105.157977,2124.02272,0,638.882,134.73352,650.5665554,45.8449,1343.23333,3263.87927,45.0742,3.94766,2066.72036002286,341.77522,215.84128,34309.2205767062,7504.5295323,62.92814,4.17738,181.73944,495.90102,4236.17696691183,2895.86633056,1570.87981612106,1146.246572,5743.71609922295,2878.47103,2767.7248074267,0,0,27807.120342268,20026.3439293314,7.68019,0,0,0,7.16742,195.398236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3581128",234.31982,2.98321,196.14304,151.30941,375.92237,32.314,87.64326,4471.52568477178,32.3472,30.38004,3210.307573,0,1316.54454,237.35411,1651.28528263713,60.15402,1923.818559,1621.764274,107.5001,31.37362,2369.087805,183.65156,486.633226,30873.3432234303,8966.57856054828,5031.13486,8.14741,281.63564,323.057535,5735.86790000078,2909.577864872,3096.794761,1167.3298486846,7259.12233359046,2936.0556,4208.85740587864,0,0,18003.7870564314,21414.9407770388,21.6535,12.15043,0,0,16.76185,2.54936,0,0,0,2.81893,0,0,0,0,0,0,0,0,4.76564,0,0,0,0,2.74022,5.06047,11.12034,0,13.7742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611583",127.651,156.99947,282.098845,133.58472,498.623916,30.74624,27.88255,5914.3997827252,33.57768,35.69687,1112.53141052552,0,369.853,2554.40261,772.411008662,11.09712,38880.935307,2906.41600000382,232.03106,0,5408.7380800302,244.75893,1312.63809,47092.1880228208,10794.6877159253,51.77168,5.04648,347.884481321,335.937428,5067.13688693,1999.5689476079,3077.431046,1111.92403,4064.53474087791,6394.46072,2467.674621,19.76277,0,19636.0668086436,26351.0923380965,19.40899,5.29267,0,14.4584,8.6681,20.80719,0,0,0,0,0,0,0,0,0,0,9.38577,0,66.7014,0,0,0,4.52128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.00899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR14868528",3.43714,189.7983,4.2796,186.671838,54.40982,38.5248,31.75831,1463.233295,6.60943,240.033468,1344.48725,0,81.0674,191.83502,567.43002,85.39982,377.838049,1470.030861,11.67516,3.83554,1109.379512,2125.07662058765,80.738976,9093.94144594,3215.545917,108.09841,6.12779,66.86444,137.0265346,1847.905061,1638.098162,595.59681,1065.149813,3489.6838204982,9.51444,2444.58674314527,749.1893,0,4875.33473699999,9180.825112,20.46721,0,0,0,0,20.11427,0,0,0,0,0,0,10.9044,0,0,0,13.88056,0,3.36998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR14561348",4525.68,31.55159,14.555,553.61564,214.41494,23.30087,28.900537,5245.109924,0,96.48939,3915.72187,0,202.78631,326.181568,1547.423293,228.106409,1040.632136,1224.130973,6.90774,3.38568,1344.360398,287.7009708799,181.811615,22113.8582335395,5675.470668,599.2779,17.6495,213.54032,235.219023,5269.44233306647,2998.71678699375,912.545075000001,891.3873457,8146.88281214099,164.706516,2007.13603924942,754.19313,0,9660.85992265999,18267.8981733657,11.291432,0,0,0,0,3.91973,0,0,0,0,0,0,0,0,0,0,0,0,49.17131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614426",14.9536,14.97663,4.8025,19.73544,115.346638,26.144366,14.96042,771.714284447501,5.299,27.965311,317.145473,1.26794,42.01885,79.012161,344.180607,32.970531167,336.548755,601.797983072,35.080359,4.45533,933.073480129999,137.337162,55.95078,6518.20968225874,1713.5910142,41.498632,0,128.78592,140.927181,1269.3597776,994.7866937,445.1942734,345.431393,1296.12062062094,127.261369,1056.235325,314.190707,0,3490.85268881864,5522.69168805649,6.34814,0,0,3.333042,1.52417,0,0,7.87422,0,0,0,0,1.2541,0,0,0,7.09107,0,0,0,0,0,0,0,0.502734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8320992",0,10.998831,2.75284,32.524376,73.46893,19.097541,9.195635,424.939911035,3.797995,14.13507,275.087899034985,0,17.40415,40.741201,437.267164,30.017171,315.156360357,413.482411110637,13.626973,1.534075,713.915283,99.157067,104.457645,5286.873964169,1714.62621841786,18.530918,7.85715,72.573505,102.558384,922.944366581117,634.79284152,422.7112,347.020113983,1030.75042602018,26.74932,829.945707571993,316.571394,0,3657.35338039069,4704.98068971331,8.75568,0,0,3.244096,0,0,0,0,2.8353,5.710847,1.09453,0,3.66282,0,0,0,10.60926,0,0,0,0,0,0,0,0,0,0,1.22916,0,15.120014,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60882,2.746539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614433",5.96497,3.704586,5.119845,32.50859,256.0589019209,22.98848,15.563551,1538.58421611819,4.27724,17.56638,296.442216,26.756356,91.0707,82.586363,378.759146,18.64037,318.114516,612.929985404629,9.09304,28.90373,1195.75887243,196.187002,135.437946,8528.85831403081,2464.395114,23.87868,12.72673,55.274416,170.534691,1418.43485912834,1239.470522,811.663834,456.110096012025,1603.123912,0,1461.5350575069,784.269387973008,0,4610.20015836876,8403.2557255481,19.88204,0,0,0,379.352000005161,0,0,4.58034,0,0,0,0,1.12827,2.89801,0,0,47.112869,0,0,0,0,0,0,0,0,0,0,3.11703,0,2.48215,0,0,0,0,0,0,0,0,0,0,0,0,1.73455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614432",4.98094,14.76008,3.21751,22.844172,144.67248489,23.47171,18.611601,512.194441,4.41246,15.288785,208.1413007,6.57425,84.46735,48.676459,371.749047,43.012062,354.298818,572.0997230264,20.04729,11.505908,1156.98875302169,146.2185819,158.303576,5456.38786489397,2015.003572558,81.749839,10.43246,124.60602843984,109.342656,1387.83742061918,707.560353327249,446.479997,488.684557,1059.012358,125.463409,1271.22015621,98.54865755,0,5019.88414551695,4604.39601030103,23.40938,0,0,0,37.03419,0,0,7.54447,0.758158,0,1.4112,0,1.99688,0,0,0,30.526998,0,1.8242,0,0,0,0,0,1.15328,0,0,0,0,6.412986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01246,2.46188,4.45063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614431",1.58298,0,6272.64454409414,0,125.630141,0,6.20898,181.87832,0,117.1312,51.86065,2.17065,9.47344,19.16106,60.4677,19.22782,84.65349,741.623767,0,0,161.63318,2463.16792725795,41.21127,1698.72146934,753.150009,155.90653,0,12.0468,22.34251,489.09791,216.79308,150.87194,1470.8426868802,1588.7258867,16.22592,1439.170588,158.8509,0,1975.95402329931,9730.61901938113,0,0,0,0,0,229.04248,0,0,3.67424,19.86556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.73825,0,0,0,0,0,0,0,0,0,0,720.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11128566",298.517927407,5.54115,13638.9673941568,37.822824,181.621214,4.941071,26.924803,94.1284050032881,0,117.229944,67.197606,1.05839,3.32932,19.300201,163.357819,29.839559,76.303486,1246.86172614777,0.765311,1.39438,138.603125,3419.08108038938,8.826289,1133.906586,509.488795,14.819588,2.450335,24.598783,29.8588,274.687163,220.353459,78.480334,2132.38694816,1221.34759185,4.856857,1087.9767567497,76.8278,0,3456.2326924,7346.95092185986,2.11517,0,1.397359,0,2.09603,104.383578646465,0,1.28184,0.880783,37.305432,1.30157,0,1.38745,0,0,0,3.510625,0,1.04388,0,0,5.201448,0,0,0,0,0,0.900559,0,5.72301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614430",0,3.897497,1972.21793208054,17.884794,157.766812,6.281128,0,174.43196,1.58427,77.7770428,88.661773,4.378262,5.23843,10.266323,83.128999,5.732715,137.229377,452.046961,4.20111,0,151.049228,1100.49859189601,54.851755,1540.8901693,571.78777765132,22.770175,0,25.502831,24.453881,353.8905936,180.741371431,123.260874,633.1573398931,629.56310557,22.931766,623.1506037,43.990907,0,920.366100685323,2369.83186758005,0,0,1.20971,0,2.32812,8.507971,0,0,0,6.077368,0,0,0,0,0,0,0,0,0,0,0,0.97152,0,0,0,0,0,1.96059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614429",2.40677,13.93196,3.535212,16.58439,37.168455,4.753449,5.15267,705.509566172763,1.92497,55.13659584,110.842697,2.73314,32.43135,45.820722,168.41679447683,16.783077,105.729439,277.599661,1.84612,7.2278,335.974986,193.728813,30.540251,2902.55613549095,950.382659405195,34.724996,4.408457,32.609748,49.522067,595.232088511,357.9896273,255.669364,172.073605004041,677.9154805166,67.168273,488.6378347,195.752598,0,1517.29435426816,2478.32828387969,4.42533,0,0,0.734997,0,0,0,0,0,0,0,0,1.42062,1.71196,0,0,3.4101127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614428",0,7.8772,2.84805,7.11508,43.60883,4.770439,20.3202,644.388133006196,5.28647,24.18843,363.44123770006,7.84602,107.3829,20.65767,249.064104,8.91921,308.204406,345.607364,6.06068,0,997.501114,43.22958,17.83315,5851.9609497906,1928.53893428023,72.13461,0,38.36305,89.784079,1020.104626548,841.83411418072,861.882871,292.65281,924.059812,4.71273,887.918389,595.3596736,0,3962.3827438144,5280.2297509512,14.82894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55665,0,0,0,0,0,0,0,0,60.310191,0,1.56239,0,18.26148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614424",0,37.37243,1550.0232492278,51.94358,327.882254,7.54786,24.69182,1361.72412017,3.62246,75.088288,536.366878,11.25506,38.19733,118.190615,460.128825,13.17212,887.52113781,558.74988609705,48.68375,2.69485,1005.5990097,538.310501,131.763277,10041.418857396,4106.7524756,376.586330604191,5.76225,144.131330744,110.27584,2684.28860150074,1446.52885,699.853593,976.07949503035,1618.08819702026,285.817934,1270.95392989282,847.36299,0,6633.45236630527,8832.52901720779,12.32079,0,16.9628,11.99866,0,1.15281,5.87046,0,4.81821,9.30046,0,0,0,10.16536,0,0,0,0,0,0,0,0,0,0,0,10.11161,0,0,0,189.936242,0,0,0,0,55.09716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614423",0,12.2926,1073.62058539629,14.58145,104.337387,4.37771,1.88245,341.645694,2.18738,74.847266,138.852961,3.166546,3.61806,41.048876,164.56139,17.526326,208.340309,409.05198008,12.157996,1.33033,288.9852842039,668.140836039094,78.68066,2840.583401,967.902867,29.0962,1.84602,22.025926,36.270214,583.930773,555.35507382,159.881132,551.165572903979,969.703596007623,145.52934,578.194078,186.66944,0,1788.456112,2886.5564832043,0,0,0,0,2.0613,13.165267,0,0,0,1.36777,0,0,0,0,0,0,0,0,0,0,0,1.28188,0,0,0,0,0,0,6.17091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614447",7.98492,12.0522,1461.29364875747,0,11.78293,0,0,384.06414,0,301.65601,295.0669,0,10.7731,8.552256,67.83917,16.95783,163.12029,1365.750449,0,11.96364,226.7914,2245.64222,55.34258,2556.138209,711.38757,0,2.36916,35.23348,23.72704,561.50148,276.974064797,132.50223,1264.12925197513,1574.5647892536,0,1416.975220624,40.5077,0,1156.5491327,8128.95102933201,0,0,0,0,9.52747,92.32146,0,0,0,0,0,0,7.29189,0,0,0,6.46447,0,2.5854,0,0,0,0,0,0,4.60507,0,0,0,5.14844,0,0,0,0,0,0,5.15564,0,0,0,0,0,0,0,77.37638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8318947",7.06191,46.98649,1007.6887936723,40.06826,206.75847,11.9281,11.65741,3381.15959364299,2.45698,227.055757,180.196004,0,25.89984,71.568701,359.192215,37.695481079,748.873910005838,1525.75374360482,51.58098,2.65153,596.627663034542,1873.18305170872,105.983713,9540.29637794275,2895.91669792121,10.53405,8.81917,142.188114,81.096456,2481.40232527401,1470.75656122646,518.5433382,1524.008495081,1872.63241057347,900.8236,1652.89187672018,778.151101,0,5186.53228661931,10501.248407675,4.46444,1.17262,1.42437,2.74618,16.8243,34.396849,0,0,0,22.368996,0,0,9.352007,0,0,0,4.164041,7.99719,1.80866,3.47037,0,0,0,0,2.51986,0,0,1.90569,0,11.996499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.71324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614446",0,34.5616,0,49.69657,105.56267,50.29666,18.30099,3402.9971644037,0,17.25419,558.009252,22.82082,169.40686,109.8282,471.033978053383,98.1267,511.931948,888.01067,2.9459,0,1891.7609222,114.40299,182.6681,10456.4355921923,3981.3406070766,360.5432,6.83059,96.3478,191.47949,2504.0252538,1464.878071103,1497.28919142319,471.7467795461,1775.9704303282,96.11905,3164.398523,1209.952018,0,7529.24722377394,11371.8352313392,32.92159,0,0,4.67303,7.00642,4.97976,0,7.08395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.73859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614445",3.74523,0,0,7.22126,10.85816,0,0,1012.6951702,4.38877,2.43474,322.58328025705,0,79.965786,4.63472,203.3863621,4.89715,615.43769,416.304860006369,5.63632,2.05194,956.447867826095,76.32158,131.22497,4332.02842126328,1487.69566024188,292.37868,6.43939,12.4818,57.19844,999.122685689801,335.476761,455.26483,417.29071,1487.69336662761,7.96315,814.264642815,97.835,0,2742.2371876224,3918.19841759914,4.68119,0,0,0,43.50312,4.12356,0,0,0,0,0,0,0,0,0,0,0,0,2.17079,0,0,0,0,0,0,0,0,0,6.1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614443",0.906022,5.32646,1.756144,3.00286,91.937049,9.338878,35.325587,358.182866832,6.81113,50.6534515,163.1644229,7.317632,45.264514,35.71226647,189.3487091,19.88965,341.812414002881,419.519691545,41.857296,3.4315,537.8170077,460.4926374,108.580242,3431.06584118634,1265.68120739654,36.920711,2.345277,62.89456,39.487719,749.07612823281,390.093379,243.543503000621,323.32914562,917.79984439,77.757222,720.208917888671,4.250076,0,1984.56185062511,3075.33699479195,0,0,0,0,21.456272,0,2.12568,4.03497,0.456787,0,0,0,0,114.9119073,0,0,13.258116,0,0,0,0,0,0,0,0,0,0,0,0,12.365811,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20667,4.613601,0,0,0,0,1.93063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614440",0,31.74394,1924.68176760268,12.122961,168.76806,2.728607,11.03191,662.5485102,1.60762,70.987533,86.428912,1.61134,23.817267,35.508462,143.038593,16.11302,406.23787478,371.40864,18.942619,1.83512,268.160911,804.2171761199,86.046963,2675.2814515396,1172.31499650793,117.227932,5.15422,36.5838,26.9470210087768,904.040612820001,342.54232,218.598879007692,739.13003719,978.0219438,263.652008,733.350103627,85.3180700001294,0,1626.44838786837,3578.99732329854,3.352143,0,0,0,1.20105,19.699527,0,1.8005,0,13.449134,0,0,0,0,0,0,0.884684,0,0,0,0,0,0,0,0,0,0,0,0,1.0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614438",1.03427,10.486586,3845.09185676151,92.040954,122.444641,14.639945,9.146002,726.7972482903,0,142.347757,305.708831,28.99054,87.3222,125.046859,561.169579361275,59.6333746,436.301816002169,1570.92702163188,7.10358,0,1073.20551044,1948.59314202575,136.644798,10014.8727142352,2917.05929330065,186.50688,6.530917,84.284151,212.703761,2845.078859,1280.240748,668.927854,1430.41386343407,3287.58650782997,34.009507,1681.86860922904,455.918,0,5128.84396649278,9550.85153409727,4.828384,2.01459,0,2.81995,1.95702,4.79705,0,0,0,12.698258,0,0,9.03486,0,0,0,0,0,3.21191,0,0,0,0,0,2.21708,0,0,0,0,0,0,2.46493,0,0,0.779816,0,0,0,0,0,0,0,0,0,10.628167,0,0,0,0,5.2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1145776",21.5551,31.16875,1953.6517713789,10.379891,113.630074,9.250151,7.735847,868.059161,0,75.079785,215.70553,3.1779,187.02748,73.742736,140.51027787031,20.76575,307.957185,1133.905577176,28.507151,7.335466,894.321836,923.038325599999,65.109087,5277.06003463833,1775.250977,2648.11123,4.22038,93.40823,61.542462,1077.84064,681.552343,400.440704,1137.00066602888,5612.921202,154.952821,843.568009976583,249.34949,0,2895.953028,6065.14236978746,0,0,0,0,0,7.10067,0,0,2.52164,0,0,0,0,0,0,0,0,0,0.929037,0,0,0,0,0,1.49296,4.35258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614435",1.9922,0,2.72535,0,175.76985,36.47695,4.96765,1693.05104248556,6.23913,8.6653,338.26422,9.24081,50.01575,70.04183,430.28855,5.12266,665.25928,937.427056,0,5.10028,1468.805633546,45.2867600197703,378.45483,9648.82885582645,4368.61091792809,265.19493,15.3747,83.50791,199.9943,1758.90773291844,1750.30263,1343.6639582,314.11203,1606.29978200734,14.03456,2233.83684922295,2061.97404,0,9681.91174695052,15200.52749646,24.85964,0,0,0,35.26838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
