"accession","Ackermannviridae","Adenoviridae","Adintoviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Malacoherpesviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Partitiviridae","Phycodnaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Schitoviridae","Siphoviridae","Unclassified.viruses","Adomaviridae","Chrysoviridae","Chuviridae","Lipothrixviridae","Mitoviridae","Pseudoviridae","Secoviridae","Virgaviridae","Ovaliviridae","Parvoviridae","Closteroviridae","Marnaviridae","Nodaviridae","Dicistroviridae","Peribunyaviridae","Tombusviridae","Corticoviridae","Nyamiviridae","Picornaviridae","Lispiviridae","Astroviridae","Demerecviridae","Endornaviridae","Filoviridae","Fuselloviridae","Iflaviridae","Pneumoviridae","Potyviridae","Totiviridae","Orthomyxoviridae","Paramyxoviridae","Fiersviridae","Hepadnaviridae","Cystoviridae","Phenuiviridae","Tectiviridae","Mesoniviridae","Tymoviridae","Circoviridae","Drexlerviridae","Hypoviridae","Bromoviridae","Coronaviridae","Caliciviridae","Rhabdoviridae","Atkinsviridae","Botourmiaviridae","Leviviridae","Narnaviridae","Solemoviridae","Alphaflexiviridae","Cruciviridae","Zobellviridae","Picobirnaviridae","Solspiviridae","Yueviridae","Arenaviridae","Tobaniviridae","Qinviridae","Bacilladnaviridae","Artoviridae","Togaviridae","Chaseviridae","Genomoviridae","Polycipiviridae","Bornaviridae","Bidnaviridae","Mypoviridae","Mayoviridae","Spiraviridae"
"SRR13614434",6.31386,1.78855,7.29016,5.604899,40.42663,17.396199,34.33408,739.362291,8.01647,17.146738,179.19536150701,9.526177,62.0942,37.880142,181.305911,37.91658,237.797556,278.843451,0,47.25759,646.788722176188,98.2636802169188,87.028015,4543.36002262386,1116.9781084442,56.420811,4.43898,64.639829,136.119395,1027.07680441569,496.69232107,333.51636719,180.0181703,1491.5262629921,27.76815,719.409682,261.695237,0,2204.28006314409,3644.2275713207,5.04475,0,0,0,82.53063,0,0,69.534855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.17052,0,6.42069,0,28.19995,0,0,0,0,157.66247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13614437",125.4269,23.8919,0,1.83923,55.62841,13.92683,53.7357,1793.19389001165,11.983,5.8284,443.896224,17.27031,58.12809,473.50194,552.10262724858,16.46093,567.114525,601.428636,0,7.95244,1619.753656978,116.34432,158.64146,10215.6577226657,3038.38773101006,154.5726,0,49.82279,207.79644,2648.1860382,877.92142138,1190.4054,275.4951,1067.8653,2.66372,2020.36218,690.347476,0,6614.96101777687,10745.0939916824,0,0,0,0,65.28811,0,0,0,0,0,0,0,0,0,0,0,7.24399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR14868533",18.56331,218.9699,30.24322,79.98706,513.755714,96.3647,34.07139,6758.123308651,27.68192,50.89385,4364.82137,0,226.627,561.25258,1774.70674,68.58107,842.96757,2325.34149,70.5545,34.85148,3948.553242,185.336032,148.15171,22682.6704065015,7925.59945900001,88.4912,26.67248,341.83108,457.00556,5139.589505,2381.41035,1253.74194,1465.2261947,5840.79255306556,4360.24547,4855.335343907,694.1112082,0,15038.3703603,21323.664736,30.096206,0,0,0,0,0,0,63.37182,0,0,0,0,82.6337,0,0,0,67.72344275361,0,4.81588,0,0,0,0,0,10.77822,0,0,0,0,48.73152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5031247",251.27031,0,5.78084,184.9088,36.92546,599.82054,0,2084.34024,13.53227,45.00849,5891.439262,9.6192,855.40304,88.061967,1179.57414,38.3427207,1742.66916,2334.09762,185.826329,0,24671.252055,119.46757,138.53163,34237.9845144932,8954.455553,663.146365,0,574.21715,438.144608,42044.7997568718,3276.413959,1402.8239,38840.4256,5402.613258,0,2660.2010037,3.61465,0,12792.2187708075,45418.2737265574,25.50908,0,0,0,19.8593,4.91964,0,8.38156,5.02359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1331,0,0,0,8.07053,0,0,0,0,0,0,0,0,0,0,0,15.9867,0,0,0,0,9.63464,0,0,0,0,0,9.44422,4.20069,5.59525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5811960",33.37634,109.897727,128.088666,198.29253,992.493696,51.31666,40.867473,3687.0917222,16.1605,43.05127,730.107332,0,1267.050965,179.751479,1607.42407598,58.296379,1486.049436,1959.3538583,128.061632,10.696942,2840.36637380153,267.8220434,96.82678,33079.0116299398,12261.8958276368,54.52337,17.48686,292.605752,296.48286,7640.44300935201,2675.86988117109,4839.68286318292,1078.39661012112,5772.76715242128,6967.459615421,6666.33551397945,38.905,0,26643.875484213,18570.419501167,15.1709,0,0,0,4.40575,5.112527,0,0,13.77324,7.83508,0,8.598575,17.5147,0,0,0,0,0,0,0,0,0,0,32.7847,0,0,0,0.604401,0,0,0,0,0,0,0,0,0,0,0,34.7239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611565",0,84.055976,211.93699074848,172.4123791,531.261697663,46.46761,28.72143,1387.8896683,30.35937,50.07231,871.591297,0,200.666,266.11201,1799.5695957462,28.43953,1053.44308408043,2014.735866,106.162583,9.80717,1537.7517754,236.84257126,179.729635,22100.7372256996,8679.22522184143,62.6795,2.93256,528.81908,419.04493,6884.30085658165,3791.73730758792,3105.885776,860.017798322,3044.6797148615,158.632936,4533.43858805803,4.01955,0,11116.538322159,19779.5720963803,47.6735236,0,0,0,26.14199,50.9831,0,5.31272,0,0,0,0,0,0,0,0,0,0,5.42887,0,0,0,0,0,0,0,0,10.7985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611566",1.37371,62.9812,126.154094021991,170.19509,101.365206,45.700267,13.399013,934.26481438842,12.99227,93.634379,358.365321,0,27.8823,167.973568,801.578176,24.77268,444.708117,1785.47888065418,98.465191,16.4227,1078.661479,505.8031143657,195.768057,12877.0130734217,4255.8051948944,19.354981,3.41128,170.84893,82.062489,2863.82371551389,1398.75186662027,803.345949,1022.5285409502,3197.16134234919,261.292798,2586.508182,0,0,5978.72784244,9135.02319922936,0,0,1.60707,1.79624,12.50127,19.775381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95733,0,2.74554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2131255",66.34318,21.74415173437,241.588174669026,77.702308,108.922782,37.0336175,14.74487,499.466494002242,8.57893,52.56136,639.230474,5.00228,515.6126,69.155111,1641.437038,22.24483,585.676253,987.71966273872,17.69634,15.65158,2301.3674489,231.748278002625,149.641538,9699.67125725465,4527.1935234592,46.218428,6.13148,158.819855,192.332542,3207.787271,1353.6244843076,971.36569,1488.53622135,3371.97802200143,154.683757,2611.81762488138,0,0,6723.30543606868,9408.8613327195,22.7311,8.89987,0,0,15.17413,3.65205,0,0,0,59.37906,0,0,0,0,0,0,0,11.72293,0,0,0,0,0,0,0,0,0,6.61941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5311041",100.72633,1.15894,0,330.0752,2178.6771004,30.37942,298.464159,17307.7937540614,59.397353,14.66409,1396.38242400033,0,1539.7115,1039.503995,3290.52311841831,431.985003,3706.47943900022,5236.14535196741,677.678988,16.9396777,5132.82338060891,64.8608652,957.406082,58211.8246918642,20376.3487995743,247.8852392,0,424.493684,1144.87785726346,17338.9900221704,4611.6034008,6661.644391,2552.68014718,9730.90945786901,186.720132,11037.2145595,100.017549,2.404446,35590.2109234864,39129.2816710285,31.900573,0,0.505437,0,160.85847,0,0,0,66.449001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333065,0,0,0,0,0,0,0,1.39764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8674649",35.32131,0,0,39.19442,6240.09442872097,30.30846,133.25473,33870.10731,43.55707,0,6224.64653,15.0874,2663.99,654.156089,1387.42223,246.24669,2213.301016,4550.32363,667.04208,8.91595,4154.844213,0,543.40595855,34988.4340486392,14702.3975770523,103.81784,0,228.92258,318.26448000195,19885.66134,3288.136436,4348.11961,1488.5721,4590.85309,180.010226,5746.582118,0,0,26491.9171451433,28807.52573297,40.88737,0,0,0,34.5245,0,0,0,20.5788,0,0,0,0,0,0,0,50.58655,0,0,0,0,0,0,0,0,0,0,10.03404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9975,0,0,0,0,0,0,3.27197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5819939",25.486231,0,0,108.25622,4115.043428,12.8997,325.38179,28045.168025,81.4874,0,2098.25288,21.6684,1861.78,1375.178608,2680.75797,287.96906,3823.123955,6205.93925,709.49814,10.20785,4970.76846,2.88725,860.43387,50893.9875253755,21040.786005126,178.74216,0,566.81363,482.90346,18026.148199662,4831.66840414641,7631.504354104,1936.98655562,5610.830973,465.73447,6978.03150732335,0,0,40002.7488607007,36644.8733027213,40.99983,0,0,0,2.01388,0,0,0,30.8786,0,0,0,0,0,0,0,104.12619,0,0,0,0,0,0,0,0,0,0,1.00208,0,0,0,0,0,0,0,0,0,0,6.20998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11928673",1462.0003,0,600.793826400307,1008.63419,399.045112,144.38982,1.49555,2866.85117037363,27.41843,48.1542,2080.30513,7.37077,694.73211,95.1977136,547.770511511,60.568512,1451.508865,1388.6132484735,81.24691,19.39353,2405.963762,410.781549,75.7526,22528.1696590242,7077.02960973853,51.56734,8.41254,70.737323,327.350932,6915.87333026102,2431.88155115743,1260.440706,944.40399200685,5331.1577364241,2147.349561,3193.26445116374,43.76548,0,10734.4824956186,18853.6658872462,8.913609,0,0,0,2.24594,2.02031,0,0,11.5149,0,0,0,0,6.48038,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53456,17.82348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11928790",0,0,440.620528,1080.82951,358.12817,112.713,0,1926.54919,0,2.04666,4198.87136,0,1425.518,13.61072,423.22223,20.7772,389.71708,2377.763063,14.2117,0,2645.262888,565.04442,3.38222,22044.8666928529,2593.867491,83.63073,0,52.67944,8.77973,8591.2031152054,2640.994261,357.0392307,848.28565207562,2013.568342,645.391055,1445.970722,0,0,3945.611174851,13345.8207189811,0,0,0,0,11.76863,0,0,0,3.33987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11928785",0,0,365.9863882502,674.579166,593.298185,193.42108,10.61801,3177.8067937,0,41.22888,499.65946,0,431.11,95.96927,1327.03116083674,161.94676,725.37931,1457.00222379405,249.80078,12.25672,2572.3669557306,411.429813,25.16796,21437.547987996,3272.291676,11.88515,44.987825,76.85339,234.70018,5109.95843701032,1731.1008643,885.174044,1075.695529,3029.010348,1020.50474,2152.70520700623,0,0,7848.06747708962,17284.02319846,4.5706,0,0,0,8.62119,0,0,0,11.298,0,0,0,0,0,0,0,0,5.42117,0,0,0,0,0,0,0,0,0,0,2.6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1980045",0,0,515.91408,130.7326,62.23926,20.0484,68.9798,996.99342,15.1529,29.37332,881.08553,0,211.941,121.01756,1074.57546,29.04057,1112.99477,1782.48778,80.75514,25.81406,2929.563775,94.72781,115.93595,23450.970443,7174.196678,124.44716,10.1508,120.24939,371.39748,4476.42692,1975.08081,1285.33759,991.27728,2910.900046,12.3617,3165.070495,15.0514,0,12639.75834411,17723.6365916486,13.1053,0,0,12.9135,16.15722,0,0,0,9.64032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8592701",0,0,299.93001,149.58462,69.2326,155.5942,0,1504.19624,0,7.1435,590.10255,21.895,226.53,63.97207,794.12416,45.192,672.50362,1466.20347,204.95242,18.6783,2772.29866,103.66935,2760.50217,21736.64123,5876.78795,223.2772,6.94011,237.55415,172.418,5759.06923,1644.1617,1228.66839,838.58884,2156.05669,1890.33046,3681.69956,24.9842,0,8654.00116999999,13143.73222,0,0,0,0,0,0,0,0,101.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8886798",139.39739,0,0,54.391352,400.999612,483.187332,114.86539,567.938456905,23.5814,35.43715,3102.420165,28.4284,183.50271,270.15951,879.402399,69.7075,1949.5062004,2996.55689211134,323.17678,26.273652,4032.8656908,92.43461,547.679612489,36774.7345950718,11085.7578764238,98.353326,30.4334,252.387881,786.566792516,8065.72108407059,3727.187964,3259.39836614626,2242.34854304067,3940.087763,23.9406,7943.87149175761,0,0,29493.046624629,28021.1164657867,88.766226,0,0,22.409383,2.81005,5.70066,0,0,0,0,0,6.76587,4.06266,0,0,0,0,0,0,0,4.21783,0,0,0,0,0,0,21.08492,8.15166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10992330",1021.6934759048,0,0,62.186789,50.3154,14.9904,11.772952,191.05402,43.339343,25.12226,339.01995,15.382137,39.70529,528.894777,272.814323159,2.686842,1737.356029,763.160717,30.85414,8.24392,851.570428,49.97537,393.887165,7318.63618233561,20759.5258433391,28.6531,0,28.86798,142.81090038858,1797.43730002021,982.05073466,3128.3094686422,888.91466816221,1148.4858625,1.78314,2306.57519,0,2.6743,84184.2583697127,12181.6729007392,14.3401,0,0,28.16333,8.99728,2.82651,0,0,0,0,0,0,0,0,0,0,8.01456,0,0,0,0,0,0,0,2.53817,0,0,0,5.33781,0,0,0,0,0,0,3.54818,0,0,9.0393,2.3486,0,0,0,0,0,0,0,0,0,0,0,0,20.7635613,3.76595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2394941",74.58554,0,2.201387,144.722406441,32.153251,71.436825,7.875311,330.121135,9.985034,289.775808200185,258.596534,28.101405,246.24623,139.374953,565.078824,0,334.319146,782.0057356,30.393707,4.028574,1011.089154,1035.81195216,68.29334,10193.2801814856,2759.5857624868,82.93584,4.48271,66.649473,95.400131,2720.2656377,1249.89520734241,552.55544196,859.079611202,2462.7544755,221.455968,5496.5609757289,0,2.20646,4154.75760456581,11308.2420987409,4.22071,0,2.00731,7.5326,4.62485,8.34234,0,0,0,0,0,5.8638,0,0,0,0,1.93908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1166532",0,0,0,535.5368,106.12894,198.0257,33.8681,737.0121,0,0,1628.5447,115.0949,852.126,144.3435,1047.18787,75.8582,1040.52704,2545.83351,217.68014,0,2335.33143,0,236.6711,21734.884589604,7778.07872552081,153.07882,0,96.1988,141.298,6054.92454,2646.59702,1759.9819,1563.90006,5936.73739,603.3324,8216.304858,89.6387,0,10245.0812,20969.8770910423,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR4423080",296.9641593178,0,0,53.485459,197.903613,148.21006,308.751151,779.915358,79.7851200754665,4.7456,4074.254207,28.00654,230.701889,926.271182,1347.4284009,22.6169,2425.2479010437,2453.077737,49.93663,13.163349,5011.8320018,194.746638,521.447671,39524.80634926,17768.2928417153,157.43002,2.87071,246.6585,744.660116,8008.91481259233,4505.7244408983,3885.158733,2949.510751,3677.22987722803,0,14684.0659671606,0,2.85644,30455.7628499153,31383.8791918707,24.091416,0,16.29407,12.95997,0,13.245734,0,0,1.20816,0,0,0,0,0,0,0,10.766697,0,0,0,0,0,0,0,0,0,0,4.06185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9670664",17.8411080143449,67.5116,1618.45730565,6.756078,32.52407,1.40213,0,3267.850428,1.82919,0,357.076601,0,25.28593,116.94758,415.541497,0,246.757615,979.3295544,0,0,2120.754303,222.535215,269.591016,12123.3660993259,4991.126785,6.646921,1.62756,36.38966,180.80222,2399.0331098,1009.675223,942.807844007607,1951.52644901758,3052.184033,1635.791036,1666.900612,0.789943,0,5018.80068756703,13853.1493788906,2.84107,0,0,0,0,53.432844,0,0,0,0,0,0,0,2.50918,0,0,0,103.556084442519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231.613902,0,0,0,0,0,0,2.99327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611567",2606.15181,22.1669,0,66.68011,380.6895,3.8637,3.12815,436.60044,0,17.23004,1058.60139,0,77.84938,69.94615,104.31349,0,1065.952256,346.525469,34.11487,0,886.0818,102.71419,184.7989,11245.3473363865,5312.51893,11.16868,10.989,39.5089,55.18578,3925.73664,918.00596,1777.17726,453.71015,1263.33702,237.755747,1843.36929654852,39.82985,0,22736.7363669668,34806.6548272229,0,0,8.42207,0,0,3.74823,0,0,0,0,0,30.28705,2.98098,0,0,4.44235,0,17.2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.14831,0,0,0,0,0,0,0,0,0,3.91158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2131688",40.92861,0,126.81366,95.2906,107.71163,30.5478,0,2066.53476565,0,101.8554,339.34232,0,145.478,80.3229,403.15652,0,372.4455,1047.41162,0,0,932.44173,156.59894,51.69808,7276.88967,2857.44347,75.9035,0,300.28189,71.04597,16664.63128121,1882.6429839774,745.12797,507.83618,1476.86628,96.07851,2576.87181,43.1405,0,5231.8800298,6199.982903356,0,0,0,0,13.14,29.12804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7962072",121.43333,99.8765,0,592.042368,1230.397785,138.63541,143.8231041,7756.133473,60.8335,0,5671.922972,263.5745,741.1465,632.579873,2069.69042,133.44612,3163.55898,3340.779522,164.171764,11.786,6636.0016224,8.901419,436.01529821,56432.0923920881,15686.88455984,162.954406,32.41953,248.721801,763.809347204085,11999.3537641681,4969.80622,3258.196743,2346.8202492,9344.71084274,677.816486,7624.230594,151.393913,0,29728.3941280337,33710.9580640339,8.62992,0,0,3.756043,739.491802,0,0,0,0,0,0,0,0,0,0,0,3.33003,0,3.994029,0,0,0,38.797852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR12686548",0,875.003,0,748.94633,1159.69309,150.5561,35.21787,14872.187095,105.487,2.93442,2941.81343,182.92,1769.1679,645.48981,1496.43024,107.09213,1900.49693,3853.92001,26.56424,8.69411,4684.115841,15.6241,141.694026,52049.9975319999,23389.168894,202.6272,16.0232,1362.07344,933.77152,13724.09915404,7759.647661,5781.949951,2234.188441,9916.117022,622.8119,7864.277697,390.3886,0,33066.5603998934,41401.1537949707,89.17563,0,0,0,34.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10426064",0,441.226,31.697596,270.353105,978.351768103744,173.9313,497.95858,10690.759019,71.9071,2.555608,3576.81732,71.9216,2278.68317,1368.2145,1341.746849,90.156409,2076.842431,3227.163451,4.464215,5.8231,6683.204745,89.470145,239.7027,42566.921528043,18600.0313620035,185.277599,33.0875,342.831307,784.857196,8855.373737,9243.49935395,5822.630096,2331.2108731692,6943.69103023699,1018.56657,7224.561517,224.72331,0,29639.2303470401,43692.9334650879,46.3773,0,3.366823,0,24.02494,0,0,0,0,0,0,0,0,0,0,0,0.733908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10426062",0,487.253,37.781765,213.02865,705.096428418,182.277089,211.598542,4229.427022,43.6378,21.466955,3889.2743,0,1999.10434,701.728464,1146.805663,94.578909,1449.789545,2456.67328807,0,7.31488,3904.488961,168.72514,162.980271,40424.9623510685,13933.8055402,188.2256,31.7555,362.856505,595.513307,6806.296036,5382.7431072,3922.804697,2337.0147901,4592.88994253832,267.32983,5038.565326,246.0562,0,28150.739870641,27866.5830964361,36.7841,0,1.705668,0,11.006912,0,0,0,0,0,0,0,0,0,1.64436,0,0.408377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26173,0,21.18382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771817,22.0826,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5197741",0,30.79806,0,124.62713,99.65668,32.3434,15.1094,1178.848765,6.27157,4.3679,583.40983,124.0866,753.0412,84.298741,461.20564,50.898658,456.45589,1284.154833,0,62.9042,1087.98271,43.94893,61.87194,9213.65989199999,4861.003222,26.82577,41.4328,202.16831,91.1907,5753.199042,920.10330746019,1158.149426,942.301928,3120.945105,161.39998,1260.586579,35.25424,0,6525.31313546466,7410.0287760959,7.11404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25798,0,0,2.2388,0,0,0,13.98514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13452041",412.316,459.51463,0,626.472997,1666.267882,294.95712,101.08952,10075.6826126209,71.03347,6.36409,3352.391254,0,489.66411,567.686709,1738.963956,876.764718,2873.559332,4060.69334,0,0,5004.900286,85.144582,337.424648,47157.9260206251,20463.17077582,167.7048,34.9127,429.122118,691.471647,12036.5370306636,6000.964089,4524.689788,2799.9997956,8759.59811975,1128.229254,5222.387459,142.53132,0,35314.7210358124,37582.1234383546,82.168205,0,0,0,20.226009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7985,0,0,0,0,0,0,0,0,0,0,0,0,0.873035,0,0,0,0,0,0,0,0,0,1.66478,0,0,0,0,0,0,0,0,0,0,0
"SRR15184123",212.89021,162.25607,0,358.57587,974.719004,297.18297,36.861004,4629.026914,23.5302,6.13911,3090.846037,7.41139,2256.73594,322.33319,679.108867,125.365355,1934.42861,4261.43941,55.195926,4.99981,4836.813678,58.15753,150.08304,32743.21132133,15836.65434215,85.77264,11.33408,237.82795,233.20615,9730.89742499999,7598.5130001,3245.446579,3138.542424,7969.638673,355.013909,4370.093766,126.5672,0,26497.58980799,30653.6329641,18.8121,0,1.87958,0,5.49784,0,62.502327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26308,0,0,0,0,88.504145,0,0,376,0,0,0,7.34019,0,0,0,0,0,0,0,0,15.87796,0,0,0,0,0,0,0,0,0,0,1.59754,0,0,0,0,0,0,0,0,0,0
"SRR11747658",79.29916,279.7248,12.62348,585.829249,1313.450618,179.58155,30.872321,8328.37292568647,15.00003,15.9801,5149.146426,50.599227,3723.06345,3278.5044267292,1274.69013735205,139.706,2229.74638695956,4647.96339586837,0,9.27225,4189.9196731768,202.271605739518,1393.422686,48966.5870259431,16629.5980557302,173.050270752,58.6761,556.911852,815.940918607404,10110.9756693843,6430.68656696684,4452.61593194152,2186.09180592434,8171.25740637408,554.417233,6442.69150730884,120.51414,0,35368.1640574101,35916.0165434379,60.125667,0,1.11322,0,30.29398,0,0,0,0,0,0,0,0,0,0,0,16.7799,0,0,0,0,0,0,0,0,0,0,8.61998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1976570",72.5832,0,0,136.392,89.0007,0,0,1425.10980057824,0,0,784.19331,80.4017,854.236,0,58.58961,0,804.6238,203.9334,0,0,642.7279,0,0,11425.014,6174.58434,0,0,0,199.9716,2772.68929,1924.8347,1081.3622,283.237,2545.6951,129.069,762.1766,0,0,13639.6365000079,10296.29823,0,0,0,0,47.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
