"phylum","species","accession","nreads","habitat","Adenoviridae","Adintoviridae","Alloherpesviridae","Amalgaviridae","Arenaviridae","Ascoviridae","Asfarviridae","Astroviridae","Baculoviridae","Betaflexiviridae","Bromoviridae","Caliciviridae","Caulimoviridae","Chuviridae","Circoviridae","Coronaviridae","Cystoviridae","Deltaflexiviridae","Dicistroviridae","Endornaviridae","Flaviviridae","Gammaflexiviridae","Geminiviridae","Hepadnaviridae","Hepeviridae","Herpesviridae","Hypoviridae","Hytrosaviridae","Iflaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Leviviridae","Lispiviridae","Luteoviridae","Malacoherpesviridae","Marnaviridae","Marseilleviridae","Mesoniviridae","Metaviridae","Mimiviridae","Mitoviridae","Mymonaviridae","Nairoviridae","Narnaviridae","Nimaviridae","Nodaviridae","Nudiviridae","Orthomyxoviridae","Papillomaviridae","Paramyxoviridae","Partitiviridae","Parvoviridae","Phasmaviridae","Phenuiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Podoviridae","Polycipiviridae","Polydnaviridae","Polyomaviridae","Potyviridae","Poxviridae","Reoviridae","Retroviridae","Rhabdoviridae","Schitoviridae","Secoviridae","Solemoviridae","Solinviviridae","Tobaniviridae","Tombusviridae","Totiviridae","Unclassified","Virgaviridae","Xinmoviridae"
"CNIDARIA","Pocillopora_damicornis","SRR15404796",22230562,"Marine",0,0,128,0,0,3,1,0,766,0,0,0,0,0,0,0,0,0,0,0,8760,0,0,0,3466,424,0,0,0,0,416,0,0,0,0,0,0,5128,0,0,41430,4076,0,156,0,40,0,204,0,0,0,1113,0,0,0,14118,0,1043,0,0,1342,0,40,2447,640,37244,0,0,0,0,0,0,0,0,19342,0,0
"CNIDARIA","Porites_astreoides","SRR7359899",9351634,"Marine",0,0,31,0,0,5,0,0,468,0,0,0,0,0,0,0,0,0,1,0,1683,0,0,0,1553,29,0,0,0,0,78,0,0,0,0,0,0,844,0,0,12500,5237,0,12,0,3,0,39,0,0,0,332,0,0,0,4391,0,195,0,0,153,0,2,564,9286,4749,0,0,0,0,0,0,0,0,8531,0,0
"CNIDARIA","Porites_astreoides","SRR7359902",9363154,"Marine",0,2,32,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,1331,40,0,0,0,0,71,0,0,0,0,0,0,794,0,0,13498,5264,0,11,0,6,0,49,0,0,0,338,0,0,0,4062,0,256,0,0,128,0,4,647,14620,5117,0,0,0,0,0,0,0,0,10772,0,0
"CNIDARIA","Porites_furcata","ERR5690683",19954256,"Marine",3,0,55,0,0,6,0,0,315,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,1313,21,0,0,0,0,84,0,0,0,0,0,0,190,0,0,5152,143,0,3,0,11,0,31,0,0,0,28,0,0,0,3048,0,132,0,0,135,2,3,256,106732,829,6,0,0,0,0,0,0,0,4413,0,0
"CNIDARIA","Porites_lobata","SRR8386734",49618622,"Marine",0,0,21,0,6,11,0,0,119,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,203,15,0,0,0,0,31,0,0,0,0,0,0,299,0,0,1532,206,0,3,7,4,0,24,0,1,0,44,0,0,0,1973,0,63,0,0,26,0,0,319,279469,1346,0,0,0,0,0,0,0,0,3826,0,0
"CNIDARIA","Sphaerospora_molnari","SRR8586092",26011837,"Marine",2,0,95,0,1,19,32,0,2360,0,0,0,0,0,0,0,0,0,0,0,17888,0,0,0,15080,219,0,0,0,0,280,0,0,0,0,0,0,1542,0,0,32515,11087,0,250,0,46,0,106,0,39,0,844,0,0,0,8266,0,1446,0,0,489,0,7,4676,454,88714,0,0,1,0,0,0,0,0,87513,0,0
"CNIDARIA","Xenia_sp","SRR9278451",32270507,"Marine",0,0,0,0,0,3,1,0,231,0,0,0,0,0,0,0,0,0,0,0,11558,0,0,0,1771,11,0,0,0,0,21,0,0,0,0,0,0,737,0,0,40804,9274,0,9,0,2,0,9,0,0,0,120,0,0,0,3397,0,353,0,0,593,0,6,117,70147,73413,0,0,0,0,0,0,0,0,86419,0,0
"NEMATODA","Angiostrongylus_cantonensis","SRR6435989",14012034,"Terrestrial",7,0,9,0,0,3,54,0,299,0,0,0,0,0,0,0,0,0,0,0,6927,0,0,0,397,5,0,1,0,0,59,0,0,0,0,0,0,2368,0,0,17920,3196,0,221,0,1,0,26,0,0,0,378,0,0,22,2311,0,270,0,0,5583,0,0,2300,21,12328,37,0,0,0,0,0,0,0,40836,0,0
"NEMATODA","Angiostrongylus_cantonensis","SRR6435990",14116767,"Terrestrial",5,0,13,0,1,1,81,0,291,0,0,0,0,0,0,0,0,0,1,0,6922,0,0,0,447,3,0,7,0,0,92,0,0,0,0,0,0,2414,0,0,17574,3274,0,224,0,1,0,29,0,0,0,350,0,0,15,2274,0,279,0,0,5489,0,0,2345,25,12136,37,0,0,0,0,0,0,0,40287,0,0
"NEMATODA","Angiostrongylus_cantonensis","SRR6435991",14115336,"Terrestrial",3,0,14,0,0,1,81,0,297,0,0,0,0,0,0,0,0,0,0,0,7037,0,0,0,402,3,0,1,0,0,79,0,0,0,0,0,0,2380,0,0,18099,3340,0,244,0,1,0,31,0,0,0,347,0,0,28,2251,0,239,0,0,5266,0,0,2281,24,11873,38,0,0,0,0,0,0,0,40149,0,0
"NEMATODA","Angiostrongylus_cantonensis","SRR6435992",14160827,"Terrestrial",7,0,13,0,0,1,104,0,281,0,0,0,0,0,0,0,0,0,0,0,7103,0,0,0,416,4,0,3,0,0,82,0,0,0,0,0,0,2472,0,0,17996,3175,0,253,0,6,0,32,0,0,0,320,0,0,16,2295,0,270,0,0,5377,0,0,2239,33,12009,31,0,0,0,0,0,0,0,39746,0,0
"NEMATODA","Anisakis_pegreffii","SRR13870209",29951083,"Marine",3,0,11,0,0,32,0,0,20555,0,0,0,0,0,0,0,0,0,0,0,3229,0,0,0,1,81,0,0,0,0,102,0,0,0,0,0,0,9830,0,0,64362,7053,0,19,0,0,0,468,0,0,0,476,0,0,0,4102,0,1934,0,0,591,0,7,9089,1,127633,0,0,0,0,0,0,0,0,228498,0,0
"NEMATODA","Brugia_malayi","SRR3111735",65289904,"Terrestrial",14,0,18,0,0,709,18,0,2409,0,0,0,3,31,0,0,0,0,0,0,33535,0,0,0,630,259,0,0,0,0,437,0,0,0,0,0,0,15034,0,92,102110,14088,0,284,0,9,173,940,6,0,0,2568,0,7422,0,22155,0,2271,0,0,3980,0,121,13705,35,170301,153,0,0,0,0,0,307,61,215923,0,303
"NEMATODA","Brugia_malayi","SRR5190126",113497373,"Terrestrial",76,0,86,0,0,166,258,0,5215,0,0,0,0,21,0,0,0,0,0,0,145395,0,0,0,4030,659,0,40,0,0,1531,0,0,0,0,0,0,20807,0,26,171713,122704,0,2266,0,0,850,164,17,0,0,4232,0,605,2,52269,5,2326,0,0,145398,0,154,19145,1181,610311,42,0,0,0,0,0,1789,100,247586,2,134
"NEMATODA","Brugia_malayi","SRR5190127",115982889,"Terrestrial",280,0,143,0,0,668,504,0,9660,0,0,0,1,7,0,0,0,0,0,0,150540,0,0,0,9891,4014,0,133,2,0,3535,0,0,0,0,0,0,43126,0,9,347347,67290,0,5435,0,11,8,696,3,2,0,9965,0,3,0,125624,0,6171,0,0,43979,0,808,38179,12,1127886,5,0,0,0,0,0,11,7,242802,0,23
"NEMATODA","Caenorhabditis_angaria","SRR4119960",11330772,"Terrestrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0
"NEMATODA","Meloidogyne_incognita","SRR7471735",16379907,"Terrestrial",130,0,70,0,0,4,104,0,1474,5,1,0,16,0,0,0,0,0,0,0,2407,0,0,0,591,40,0,0,0,0,146,0,0,0,0,0,0,2642,0,0,14176,22796,0,24,0,21,0,47,0,0,0,1043,0,0,0,2718,1,1144,0,0,2082,0,7,2525,126,13053,0,0,0,0,0,0,0,0,24474,0,0
"NEMATODA","Meloidogyne_incognita","SRR7609916",18991559,"Terrestrial",208,0,119,0,7,15,217,0,2397,0,0,0,1,0,0,0,0,0,0,0,5659,0,2,0,1043,41,0,0,0,0,247,0,0,0,0,0,0,9954,0,0,49867,7056,0,54,0,7,0,79,3,0,0,1929,0,0,0,12207,1,2411,0,0,2537,0,40,8519,10,15663,0,0,0,0,0,0,0,0,59670,0,0
"NEMATODA","Meloidogyne_incognita","SRR7609918",16322373,"Terrestrial",96,0,58,0,1,5,101,0,1014,48,0,0,5,0,0,0,0,0,0,0,3188,0,0,0,505,63,0,1,0,0,226,0,0,0,0,0,6,5429,0,0,29724,5429,0,45,0,14,0,39,0,5,0,1595,0,0,0,10130,2,1985,0,0,2064,0,14,5048,14,20507,3,0,0,0,0,0,0,0,27090,0,0
"NEMATODA","Meloidogyne_incognita","SRR7609920",14677684,"Terrestrial",94,0,62,0,0,11,105,0,928,84,2,0,1,0,0,0,0,0,0,0,2769,0,0,0,378,79,0,0,0,0,236,0,0,0,0,0,15,4613,0,0,23093,4947,0,32,0,24,0,38,449,13,0,1390,0,0,0,7711,1,1563,0,0,1519,0,10,4138,22,14715,4,0,0,0,0,0,0,0,21132,0,0
"NEMATODA","Meloidogyne_incognita","SRR7609923",27134469,"Terrestrial",152,0,82,0,5,5,121,0,1259,11,3,0,2,0,0,0,4,0,1,0,3690,0,1,0,973,288,0,0,0,0,265,0,0,0,0,0,68,4745,0,0,28835,6690,0,47,0,25,0,67,1313,22,0,2338,0,0,0,7694,14,2099,0,0,1778,0,14,4449,35,27426,30,0,0,0,0,3,0,0,30057,0,0
"NEMATODA","Nippostrongylus_brasiliensis","ERR2023646",23089408,"Terrestrial",9,0,63,0,0,20,545,0,1963,0,0,0,0,0,0,0,0,0,0,0,38561,0,0,0,3769,68,0,2,0,0,292,0,0,0,0,0,0,10294,0,0,59327,19726,0,980,0,3,0,102,0,11,0,548,0,0,0,9268,0,228,0,0,757,0,89,7805,0,4161,0,0,0,0,0,0,0,0,116673,0,0
"NEMATODA","Nippostrongylus_brasiliensis","ERR2023647",23210869,"Terrestrial",12,0,52,0,1,15,529,0,2122,0,0,0,0,0,0,0,0,0,0,0,41654,0,0,0,3743,65,0,9,0,0,293,0,0,0,0,0,0,11580,0,0,58880,19224,0,927,0,1,0,88,0,25,0,622,0,0,0,9799,0,202,0,0,844,0,84,8135,5,4456,0,0,0,0,0,0,0,0,116763,0,0
"NEMATODA","Nippostrongylus_brasiliensis","ERR2023648",22214406,"Terrestrial",12,0,76,0,1,10,408,0,2180,0,0,0,0,0,0,0,0,0,0,0,40553,0,0,0,3103,57,0,10,0,0,336,0,0,0,0,0,0,10593,0,0,55109,17754,0,889,0,0,0,144,0,10,0,583,0,0,0,9707,0,293,0,0,834,0,75,8403,4,3922,0,0,0,0,0,0,0,0,112868,0,0
"NEMATODA","Pristionchus_pacificus","ERR1943703",1285618,"Terrestrial",3,0,12,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,416,8,0,0,0,0,5,0,0,0,0,0,0,219,0,0,2336,1005,0,9,0,0,0,8,0,0,0,118,0,0,0,655,0,95,0,0,85,0,0,210,0,945,0,0,0,0,0,0,0,0,3615,0,0
"NEMATODA","Pristionchus_pacificus","ERR5170364",2457879,"Terrestrial",3,0,38,0,0,21,5,0,181,0,0,0,0,0,0,0,5,0,0,0,731,0,0,0,315,86,0,0,0,0,8,0,0,0,0,0,0,174,0,0,1873,1798,0,7,0,0,0,20,0,0,0,232,0,0,0,285,0,80,0,0,357,0,5,321,0,1788,0,0,0,0,0,0,0,0,3620,0,0
"NEMATODA","Steinernema_carpocapsae","SRR4119849",22919483,"Terrestrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,781,0,0,0,0,0,0,0,0,0,0,0
"NEMATODA","Steinernema_carpocapsae","SRR8667943",18409083,"Terrestrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0
"NEMATODA","Strongyloides_papillosus","ERR1466834",43420545,"Terrestrial",0,0,30,0,0,1,2,0,988,0,0,0,0,0,0,0,0,0,0,0,17162,0,0,0,852,0,0,3,0,0,595,0,0,0,0,0,0,20737,0,0,67772,6497,0,443,0,97,0,523,0,0,0,826,0,0,0,45343,0,2041,0,0,13155,0,58,9314,7,8033,0,0,0,0,0,0,0,0,42011,0,0
"NEMATODA","Trichinella_pseudospiralis","SRR7007941",21881242,"Terrestrial",0,0,301,0,0,269,0,2,3063,0,0,0,0,0,0,0,0,0,0,0,18267,0,0,0,1144,64,0,0,0,0,729,0,0,0,0,0,0,5826,0,0,77834,3606,0,412,0,2,0,284,0,0,0,2851,0,0,0,14008,2,2339,0,0,5030,0,0,12417,71,16847,0,0,0,0,0,0,0,0,27515,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813560",28991248,"Freshwater",35,0,635,4,0,13,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,33663,0,0,0,6591,2539,0,0,0,0,644,0,0,0,0,0,0,14222,0,30,143691,48580,0,70,0,4,0,897,0,0,0,4423,0,0,0,39905,3,2545,0,0,5865,0,1,18583,14,404168,0,0,0,0,0,0,0,0,97981,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813561",32382058,"Freshwater",39,0,727,1,0,16,1,0,1516,0,0,0,0,0,0,0,0,0,0,0,44103,0,0,0,5852,2572,0,0,0,0,640,0,0,0,0,0,0,16573,0,46,173529,50480,0,84,0,2,0,859,0,1,0,5073,0,0,0,50932,1,3309,0,0,5298,0,0,22747,27,453877,0,0,0,0,0,0,0,0,120618,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813568",27871609,"Freshwater",31,0,709,5,0,12,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,36285,0,0,0,5497,2651,0,0,0,0,586,0,0,0,0,0,0,14119,0,27,148971,44885,0,80,0,4,0,817,0,2,0,4898,0,0,0,40430,1,2637,0,0,5450,0,1,18689,21,367046,0,0,0,0,0,0,0,0,101801,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813569",25968733,"Freshwater",42,0,653,3,0,8,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,31452,0,0,0,4806,2115,0,0,0,0,459,0,0,0,0,0,0,12743,0,23,136262,41128,0,76,0,1,0,849,0,0,0,4438,0,0,0,38387,0,2846,0,0,4932,0,2,17056,13,329859,1,0,0,0,0,0,0,0,91522,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813570",26001495,"Freshwater",31,0,827,1,0,12,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,30566,0,0,0,4995,2713,0,0,0,0,600,0,0,0,0,0,0,12948,0,13,134773,42143,0,74,0,2,0,1000,0,0,0,5168,0,0,0,37653,0,2645,0,0,5836,0,0,17592,29,304163,0,0,0,0,0,0,0,0,93070,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813571",31242901,"Freshwater",50,0,876,1,0,8,1,0,2009,0,0,0,0,0,0,0,0,0,0,0,37777,0,0,0,6118,3823,0,0,0,0,850,0,0,0,0,0,0,14584,0,10,155022,51808,0,95,0,2,0,1133,0,1,0,6459,0,0,0,43871,2,2915,2,0,7747,0,0,20847,26,344907,0,0,0,0,0,0,0,0,111512,0,0
"PLATYHELMINTHES","Macrostomum_hystrix","SRR10504715",15768691,"Freshwater",26,0,12,0,0,15,47,0,96,0,0,0,0,0,0,0,0,0,0,0,9849,0,0,0,3029,50,0,0,0,0,132,0,0,0,0,0,0,2287,0,0,35577,15906,0,25,0,0,0,87,0,0,0,916,0,0,0,55265,0,830,0,0,359,0,0,4933,4275,47011,0,0,0,0,0,0,0,0,24870,0,0
"PLATYHELMINTHES","Macrostomum_lignano","SRR2070848",12175460,"Intertidal zone",0,0,4,0,0,0,3,0,93,0,0,0,0,0,0,0,3,0,0,0,4864,0,0,4,356,20,0,0,0,0,27,0,0,0,0,0,0,189,0,0,2892,2332,0,9,0,2,0,13,0,5,0,428,0,0,0,15000,20,58,0,0,491,7,2,481,3478,5288,3,3,0,0,0,0,0,0,17998,0,0
"PLATYHELMINTHES","Prorhynchus_sp._I_CEL-2015","SRR1980663",23475444,"Freshwater",0,0,9,0,0,19,0,0,8488,0,0,0,0,0,0,0,0,0,0,0,23225,0,0,0,2766,20,0,0,0,0,30,0,0,0,0,0,0,12006,0,0,89666,11303,0,0,0,0,0,21,0,0,0,1172,0,0,0,60352,0,1940,0,0,490,0,0,7494,3594,66108,0,0,0,0,0,0,0,0,105349,0,0
"PLATYHELMINTHES","Schistosoma_japonicum","SRR8196490",29127336,"Terrestrial",0,0,124,0,0,157,691,0,4637,0,0,0,0,0,0,0,0,0,0,0,54836,0,0,1,21,169,0,2,0,0,1255,0,0,0,0,0,0,10070,0,0,153932,16580,0,76,0,0,0,291,0,7,0,3622,0,0,0,35743,0,3528,0,0,6665,0,2,5692,2334,58895,2,0,0,0,0,0,0,0,110770,0,0
"PORIFERA","Amphimedon_queenslandica","SRR1813038",30959561,"Marine",0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,37,0,0,982,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,17,0,0,0,0,0,81,0,8872,0,0,0,0,0,0,0,0,407,0,0
"PORIFERA","Amphimedon_queenslandica","SRR1813063",7997219,"Marine",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,15,0,0,273,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,4,0,0,0,0,0,3,0,2278,0,0,0,0,0,0,0,0,92,0,0
"ROTIFERA","Brachionus_calyciflorus","SRR14596578",26759034,"Freshwater",1,3,1,0,0,197,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,93721,0,0,0,2720,404,0,0,0,0,783,0,0,0,0,0,0,9879,0,0,112645,41280,0,402,0,0,0,77,0,0,0,4223,2241,0,0,22616,0,4648,0,0,5371,0,149,9939,9714,43267,0,0,0,0,0,0,0,0,158614,0,0
"ROTIFERA","Brachionus_fernandoi","SRR10426072",33734269,"Freshwater",202,0,0,0,0,3,0,0,1303,0,0,0,1,0,0,0,0,0,0,0,32542,0,0,0,4416,458,0,0,0,0,703,0,0,0,0,0,1,7541,0,0,142873,51331,0,223,0,0,0,237,0,0,0,4974,0,0,0,23638,0,4985,0,0,8049,0,66,20587,7032,43591,0,0,0,0,0,0,0,0,101212,0,0
"ROTIFERA","Brachionus_manjavacas","SRR5197739",13756062,"Freshwater",34,0,0,0,0,3,0,0,256,0,0,0,1,0,0,0,0,0,0,0,2426,0,0,0,1578,29,0,0,0,0,58,0,0,0,0,0,0,1302,0,0,4311,436,0,0,0,0,0,16,0,0,0,150,0,0,0,105,0,579,0,0,1683,0,12,122,24,594,0,0,0,0,0,0,0,0,7411,0,0
"UROCHORDATA","Styela_clava","SRR8599832",25330721,"Marine",0,0,148,0,0,5,79,0,2848,0,0,0,1,0,0,0,0,0,0,0,10282,0,0,0,3201,182,0,0,0,0,516,1,0,0,0,0,0,6488,0,0,35447,27514,0,180,0,21,0,246,0,0,0,623,0,0,0,11896,0,768,0,0,132,0,48,6865,4211,156680,0,0,0,0,0,0,0,0,22813,0,0
