"phylum","species","accession","habitat","Marnaviridae","Adintoviridae","Retroviridae","Partitiviridae","Unclassified.viruses","Dicistroviridae","Myoviridae","Mimiviridae","Picornaviridae","Poxviridae","Narnaviridae","Totiviridae","Mitoviridae","Parvoviridae","Lispiviridae","Chuviridae","Rhabdoviridae","Amalgaviridae","Solinviviridae","Iridoviridae","Mesoniviridae","Iflaviridae","Virgaviridae","Flaviviridae","Pithoviridae","Marseilleviridae","Siphoviridae","Phycodnaviridae","Podoviridae","Phenuiviridae","Polydnaviridae","Tombusviridae","Metaviridae","Orthomyxoviridae","Xinmoviridae","Phasmaviridae","Betaflexiviridae","Autographiviridae","Chrysoviridae","Microviridae","Hypoviridae","Fusariviridae","Baculoviridae","Alloherpesviridae","Gammaflexiviridae","Alphaflexiviridae","Peribunyaviridae","Nairoviridae","Potyviridae","Reoviridae","Ascoviridae","Bidnaviridae","Klosneuvirinae","Circoviridae","Asfarviridae","Drexlerviridae","Megaviridae","Chaseviridae"
"PLATYHELMINTHES","Dugesia_japonica","SRR5813569","Freshwater",0,9.39878,3.94877,2.78588,406037,0,0,191.96033,0,0,0,0,0,0,0,0.977871,0,2.77877,0,0,0,0,0,0,0,0,0,0,1.57785,0,0,0,0,0,0,0,0,2.87836,2.52555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813570","Freshwater",0,2.23673,7.24291,3.61981,373884,0,1.52064,115.39661,0,0,0,0,0,1.3029,0,0,0,0,0,0,0,0,0,0,0,0,22847,0,0,0,0,0,2.4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLATYHELMINTHES","Dugesia_japonica","SRR5813571","Freshwater",0,15.2478,1.28156,7.5854,368654,0,18.6639,254408.566963,0,0,0,0,0,7.23003,0,0,1.89326,0.534835,0,0,0,0,0,0,6.14081,0,22.5355,0,5.11549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLATYHELMINTHES","Macrostomum_hystrix","SRR10504715","Freshwater",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLATYHELMINTHES","Macrostomum_lignano","SRR2070848","Intertidal zone",0,4.5985,5.14494,0,446008,0,0,8.66173,0,0,0,0,0,9.61098,0,0,0,0,0,0,0,0,0,0,0,0,3.39151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLATYHELMINTHES","Prorhynchus_sp._I_CEL-2015","SRR1980663","Freshwater",0,0,0,0,505352,0,0,59.1449,0,29.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLATYHELMINTHES","Schistosoma_japonicum","SRR8196490","Terrestrial",0,0,0,0,305599,0,0,0,0,0,0,0,0,0,0,0,29.4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PORIFERA","Amphimedon_queenslandica","SRR1813038","Marine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PORIFERA","Amphimedon_queenslandica","SRR1813063","Marine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_calyciflorus","SRR14596578","Freshwater",0,0,0,0,228739,0,0,554450.24481,0,0,0,0,0,32.6993,0,0,0,0,0,0,0,0,0,0,1.30976,0,2.31777,0,0,0,0,0,0,0,0,0,0,0,0,1.47866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_fernandoi","SRR10426072","Freshwater",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTIFERA","Brachionus_manjavacas","SRR5197739","Freshwater",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Styela_clava","SRR8599832","Marine",0,0,0,0,457906,0,0,0,0,3.19175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Dichogaster_saliens","SRR5353279","Terrestrial",0,85.0059,0,0,660848,9.30045,0,1.76574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Eisenia_fetida","SRR11184803","Terrestrial",0,48289,0,0,533106,0,0,0.835489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANNELIDA","Eisenia_fetida","SRR5820006","Terrestrial",0,52.1502,0,0,512620,0,0,0.661421,0,0,0,0.612333,0,0,0,0,0,0,0,0.489761,0,0,0,0,0,0.683546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60202,1.43171,0.658694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Geogarypus_maculatus","SRR9331988","Terrestrial",0,4.65647,0,28.9878,467426,31.3412,0,0,0,1.9697,0,0,0,6.78516,0,6.28376,14839,0,2.11502,0,0,0,2.19883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84654,0,13.2749,0,0,0,12.1725,1.66309,1.87822,1.76334,0,0,0,0,0,0,0,0,0,0
"ARTHROPODA","Stegodyphus_dumicola","SRR8416360","Terrestrial",0,0,0,0,246430,0,0,0,81.0483,0,0,0,0,0,0,0,0,0,0,0,0,2.72789,0,0,0,0,0,0,2.51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9203,0,4.88441,2.01515,0,0,0,0,0,0,0,0
"ARTHROPODA","Trichonephila_clavipes","SRR5139318","Terrestrial",0,58.3168,0,0,762584,0,0,0,0,2.64069,0,0,0,0.590108,0,5.6811,0,0,0,2.57763,0,0,13.9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50298,0,141871,0.665934,0,0,0,0,0,0,0
"ARTHROPODA","Trogloraptor_marchingtoni","SRR8481668","Terrestrial",0,5.98713,0,0,632314,0,0,0,8.53401,0,0,0,0,6.85986,25.8169,0,36.3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80162,0,0,0,0,0,0
"CNIDARIA","Acropora_digitifera","SRR8706925","Marine",0,1.46768,0,0,346999,0,0,150.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"CNIDARIA","Acropora_digitifera","SRR8706926","Marine",0,2.46721,0,0,346345,0,0,23.6687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Acropora_digitifera","SRR8706927","Marine",0,1.70173,0,0,369989,0,0,34.6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49559,0,0,3.56802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Acropora_digitifera","SRR8706955","Marine",0,14.0712,0,0,387000,0,0,33.1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Acropora_digitifera","SRR8706956","Marine",0,6.77023,0,0,369275,0,0,90.5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Acropora_digitifera","SRR8706957","Marine",0,1.8784,0,0,366206,0,0,39.1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Aurelia_aurita","SRR7834587","Marine",0,0,0,0,920871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Aurelia_aurita","SRR7866321","Marine",0,0,0,0,932442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161074,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR1648348","Marine",0,2.86516,0,0,681571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556717,0.209818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13892,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR1648350","Marine",0,5.66276,0,0,692582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24567,0,0,0,0,0,0,0,0,0,24.8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98408,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR1648351","Marine",0,4.29627,0,0,711010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2619,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR1648353","Marine",0,2.35306,0,0,762285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR1648354","Marine",0,1.35328,0,0,789211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577936,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202193","Marine",0,0,0,0,919951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202194","Marine",0,0,0,0,921314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202195","Marine",0,0,0,0,922034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202196","Marine",0,0,0,0,934971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202197","Marine",0,0,0,0,922299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202198","Marine",0,0,0,0,923258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202199","Marine",0,0,0,0,930326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202200","Marine",0,27.8734,0,0,918776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202201","Marine",0,0,0,0,919930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202202","Marine",0,0,0,0,933537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202203","Marine",0,4.68716,0,0,258072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202204","Marine",0,0,0,0,255298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202205","Marine",0,5.6086,0,0,233546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202206","Marine",0,4.85949,0,0,195086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202207","Marine",0,0,0,0,192409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202208","Marine",0,0,0,0,211937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202209","Marine",0,0,0,0,174778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202210","Marine",0,0,0,0,213435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202211","Marine",0,0,0,0,215026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202212","Marine",0,0,0,0,202462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202213","Marine",0,0,0,0,932765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202214","Marine",0,26.5491,0,0,919548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202215","Marine",0,0,0,0,921009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202216","Marine",0,23.3844,0,0,923081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202217","Marine",0,0,0,0,921732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202218","Marine",0,0,0,0,921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202219","Marine",0,0,0,0,920101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202220","Marine",0,10.9587,0,0,931471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Exaiptasia_diaphana","SRR6202221","Marine",0,47.4734,0,0,920027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Fimbriaphyllia_paradivisa","SRR5864925","Marine",0,260178,0,0,424827,0,2.38917,40.5882,0,7.17818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05291,2.41818,0,3.24833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Hydra_vulgaris","SRR8089748","Marine",0,25.5632,0,0,187844,0,0,93.5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827535,0,0,11.7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28149,0
"CNIDARIA","Montipora_capricornis","SRR12959202","Marine",0,22.7837,0,0,427302,0,0,410.13054,0,0,0,0,378.999629,0.99968,0,0,0,0,0,1.65641,0,0,0,0,2.45411,0,1.7999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2412,0,0,0,0.0816108,0
"CNIDARIA","Pocillopora_damicornis","SRR15404796","Marine",0,6.71554,0,0,385250,0,0,9.60471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42714,0,9.67651,2
"CNIDARIA","Porites_astreoides","SRR7359899","Marine",0,10.0888,0,0,490948,3.89487,0,3.30961,61.6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80623,0,0,0,0,0
"CNIDARIA","Porites_astreoides","SRR7359902","Marine",0,0,0,0,485293,4.65749,0,10.43411,36.1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07441,0,0,5.11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNIDARIA","Porites_lobata","SRR8386734","Marine",0,12.2147,0,0,411162,0,0,7.08406,0,0,7.64007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
